,QK Circuit Value,Key Feature,Query Feature
40,-0.437,2843: code structure and definitions commonly used in programming,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts
41,0.4363,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts
42,0.4272,5549: statistical numbers and numerical data related to measurements,"4618: references to time, specifically the concept of ""year"" and its variants"
43,-0.4226,10937: network communication operations and protocols,12937:  terms related to software licensing and redistribution
44,0.4226,3261: questions related to personal experiences and advice,406: issues related to functionality and errors in programming or web development
45,0.42,14620: mathematical symbols and expressions related to functions and operations,14620: mathematical symbols and expressions related to functions and operations
46,0.4177,8848:  numerical data and statistics,11025: technical terms and references related to systems and methodologies in scientific or engineering contexts
47,-0.4172,406: issues related to functionality and errors in programming or web development,"4618: references to time, specifically the concept of ""year"" and its variants"
48,-0.414,"4618: references to time, specifically the concept of ""year"" and its variants",6409: conditional statements and expressions of uncertainty or potential outcomes
49,0.4124,406: issues related to functionality and errors in programming or web development,9567: instances of common nouns and phrases related to food and dining contexts
50,0.4082,2843: code structure and definitions commonly used in programming,2843: code structure and definitions commonly used in programming
51,0.406,8003: sentences that express opinions or reflections on societal issues,1560: instances of research study references and methodological language
52,-0.4,5549: statistical numbers and numerical data related to measurements,6409: conditional statements and expressions of uncertainty or potential outcomes
53,0.3977,"1749: phrases that describe conditions, requirements, or parameters related to systems or processes",8848:  numerical data and statistics
54,0.3975,3673: terms and phrases related to reproductive health and fertility,3261: questions related to personal experiences and advice
55,0.396,573: references to personal experiences and perceptions,2843: code structure and definitions commonly used in programming
56,-0.3958,9127: words or phrases that describe strength or capability,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts
57,0.395,6409: conditional statements and expressions of uncertainty or potential outcomes,1560: instances of research study references and methodological language
58,-0.3914,8003: sentences that express opinions or reflections on societal issues,11025: technical terms and references related to systems and methodologies in scientific or engineering contexts
59,0.3887,573: references to personal experiences and perceptions,10937: network communication operations and protocols
60,-0.3882,15108:  concepts and discussions related to health care policies and decision-making processes,1560: instances of research study references and methodological language
61,0.3862,15108:  concepts and discussions related to health care policies and decision-making processes,"4618: references to time, specifically the concept of ""year"" and its variants"
62,-0.3845,8003: sentences that express opinions or reflections on societal issues,13842: terms related to depression and mental health diagnosis
63,-0.3792,406: issues related to functionality and errors in programming or web development,15108:  concepts and discussions related to health care policies and decision-making processes
64,0.3767,"4618: references to time, specifically the concept of ""year"" and its variants","4618: references to time, specifically the concept of ""year"" and its variants"
65,-0.3748,12937:  terms related to software licensing and redistribution,10937: network communication operations and protocols
66,0.3743,9567: instances of common nouns and phrases related to food and dining contexts,406: issues related to functionality and errors in programming or web development
67,-0.3733,"4618: references to time, specifically the concept of ""year"" and its variants",406: issues related to functionality and errors in programming or web development
68,-0.373,"1749: phrases that describe conditions, requirements, or parameters related to systems or processes",8003: sentences that express opinions or reflections on societal issues
69,0.3708,3261: questions related to personal experiences and advice,3673: terms and phrases related to reproductive health and fertility
70,0.3628,2843: code structure and definitions commonly used in programming,10937: network communication operations and protocols
71,0.3618,12028: terms related to energy efficiency and the operation of air conditioning systems,13552: information related to scientific methodologies or experimental processes
72,0.3616,9127: words or phrases that describe strength or capability,9127: words or phrases that describe strength or capability
73,0.3564,"4618: references to time, specifically the concept of ""year"" and its variants",5549: statistical numbers and numerical data related to measurements
74,-0.3555,5677: references to actions or decisions related to judgments or assessments,8848:  numerical data and statistics
75,-0.352,15743:  boolean values and their assignments in programming code,7647: expressions of gratitude and appreciation
76,-0.3513,15743:  boolean values and their assignments in programming code,8191:  occurrences of specific variable declarations or iterations in code
77,-0.351,573: references to personal experiences and perceptions,2989: statistical significance indicators in research findings
78,0.351,2352: mentions of specific individuals and organizations involved in political or legal contexts,2352: mentions of specific individuals and organizations involved in political or legal contexts
79,0.349,8848:  numerical data and statistics,13842: terms related to depression and mental health diagnosis
80,-0.348,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts,10937: network communication operations and protocols
81,-0.3472,8848:  numerical data and statistics,5677: references to actions or decisions related to judgments or assessments
82,-0.3445,7421: mention of fishing-related terms and phrases,8848:  numerical data and statistics
83,0.3438,11025: technical terms and references related to systems and methodologies in scientific or engineering contexts,8848:  numerical data and statistics
84,-0.3423,2439: discussions about political scenarios and consequences,8848:  numerical data and statistics
85,0.3384,5549: statistical numbers and numerical data related to measurements,1369: descriptive terms related to horror and extreme negative experiences
86,-0.334,12937:  terms related to software licensing and redistribution,2352: mentions of specific individuals and organizations involved in political or legal contexts
87,0.3333,5467:  variables and parameters related to data and experimental results,8848:  numerical data and statistics
88,0.3323,10937: network communication operations and protocols,14620: mathematical symbols and expressions related to functions and operations
89,0.3315,5677: references to actions or decisions related to judgments or assessments,5677: references to actions or decisions related to judgments or assessments
90,0.3298,12937:  terms related to software licensing and redistribution,12937:  terms related to software licensing and redistribution
91,0.328,15743:  boolean values and their assignments in programming code,920: elements related to digital file management and application settings
92,-0.3252,8848:  numerical data and statistics,9567: instances of common nouns and phrases related to food and dining contexts
93,-0.325,5112: prominent numerical values and their relationships within the text,6409: conditional statements and expressions of uncertainty or potential outcomes
94,0.3223,"4618: references to time, specifically the concept of ""year"" and its variants",15108:  concepts and discussions related to health care policies and decision-making processes
95,-0.322,"2585: specific alphanumeric sequences, especially relating to variable names or identifiers",573: references to personal experiences and perceptions
96,-0.3218,14620: mathematical symbols and expressions related to functions and operations,1577: terms related to scientific reagents and their usage in experimental procedures
97,-0.3213,8848:  numerical data and statistics,"10634: structured data representations, particularly those related to nodes and their attributes in a code or algorithm context"
98,0.3198,7421: mention of fishing-related terms and phrases,8003: sentences that express opinions or reflections on societal issues
99,-0.3188,9567: instances of common nouns and phrases related to food and dining contexts,8848:  numerical data and statistics
100,0.3186,3511: references to Disney and its associated characters or franchises,8848:  numerical data and statistics
101,0.3167,2439: discussions about political scenarios and consequences,8003: sentences that express opinions or reflections on societal issues
102,0.3162,5677: references to actions or decisions related to judgments or assessments,8003: sentences that express opinions or reflections on societal issues
103,0.3152,6409: conditional statements and expressions of uncertainty or potential outcomes,406: issues related to functionality and errors in programming or web development
104,0.3142,1263: references to population statistics and demographics,6409: conditional statements and expressions of uncertainty or potential outcomes
105,0.3142,8003: sentences that express opinions or reflections on societal issues,9567: instances of common nouns and phrases related to food and dining contexts
106,-0.314,2989: statistical significance indicators in research findings,573: references to personal experiences and perceptions
107,-0.3123,12028: terms related to energy efficiency and the operation of air conditioning systems,13975: distinctive or important identifiers in a dataset
108,0.31,295: terms related to trade and its complexities or implications,7647: expressions of gratitude and appreciation
109,-0.309,11025: technical terms and references related to systems and methodologies in scientific or engineering contexts,8003: sentences that express opinions or reflections on societal issues
110,0.3076,8003: sentences that express opinions or reflections on societal issues,5677: references to actions or decisions related to judgments or assessments
111,0.3076,2918: phrases expressing opinions or arguments regarding political issues,2918: phrases expressing opinions or arguments regarding political issues
112,0.3064,2843: code structure and definitions commonly used in programming,2352: mentions of specific individuals and organizations involved in political or legal contexts
113,-0.3062,3673: terms and phrases related to reproductive health and fertility,"4618: references to time, specifically the concept of ""year"" and its variants"
114,-0.305,573: references to personal experiences and perceptions,12937:  terms related to software licensing and redistribution
115,-0.3044,1577: terms related to scientific reagents and their usage in experimental procedures,14620: mathematical symbols and expressions related to functions and operations
116,-0.3044,"10044: mentions of family relationships, particularly focusing on the description of a deceased person and their relatives",8003: sentences that express opinions or reflections on societal issues
117,0.304,16238:  phrases related to structures and mechanisms in technology and science,5549: statistical numbers and numerical data related to measurements
118,-0.3035,5549: statistical numbers and numerical data related to measurements,2918: phrases expressing opinions or arguments regarding political issues
119,-0.3032,7850: descriptive features and specifications related to audio equipment,8848:  numerical data and statistics
120,0.303,295: terms related to trade and its complexities or implications,8191:  occurrences of specific variable declarations or iterations in code
121,-0.3025,"4618: references to time, specifically the concept of ""year"" and its variants",3598: terms associated with technical specifications and measurements
122,-0.3018,406: issues related to functionality and errors in programming or web development,1369: descriptive terms related to horror and extreme negative experiences
123,-0.3003,1263: references to population statistics and demographics,15108:  concepts and discussions related to health care policies and decision-making processes
124,0.2993,15743:  boolean values and their assignments in programming code,9127: words or phrases that describe strength or capability
125,0.2988,5549: statistical numbers and numerical data related to measurements,15108:  concepts and discussions related to health care policies and decision-making processes
126,-0.2986,3511: references to Disney and its associated characters or franchises,8003: sentences that express opinions or reflections on societal issues
127,0.2983,12028: terms related to energy efficiency and the operation of air conditioning systems,16281: keywords and structure related to programming logic and operations
128,0.2983,6013: scientific terms related to genetic mutations and mathematical concepts,6013: scientific terms related to genetic mutations and mathematical concepts
129,-0.2983,5549: statistical numbers and numerical data related to measurements,4487: scheduled events and their timings
130,0.2964,"10044: mentions of family relationships, particularly focusing on the description of a deceased person and their relatives",8848:  numerical data and statistics
131,0.296,14300:  phrases related to legal and bureaucratic processes,573: references to personal experiences and perceptions
132,-0.295,6409: conditional statements and expressions of uncertainty or potential outcomes,87:  programmatic constructs and conditions related to feedback mechanisms
133,0.295,9567: instances of common nouns and phrases related to food and dining contexts,8003: sentences that express opinions or reflections on societal issues
134,0.295,8848:  numerical data and statistics,"1749: phrases that describe conditions, requirements, or parameters related to systems or processes"
135,-0.294,14628:  phrases and words related to presentation or conveying information,8848:  numerical data and statistics
136,0.2917,2352: mentions of specific individuals and organizations involved in political or legal contexts,10937: network communication operations and protocols
137,-0.2905,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts,2843: code structure and definitions commonly used in programming
138,0.2896,8003: sentences that express opinions or reflections on societal issues,"10634: structured data representations, particularly those related to nodes and their attributes in a code or algorithm context"
139,0.2888,"2585: specific alphanumeric sequences, especially relating to variable names or identifiers",8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts
140,-0.2883,2989: statistical significance indicators in research findings,9127: words or phrases that describe strength or capability
141,0.2883,1369: descriptive terms related to horror and extreme negative experiences,5549: statistical numbers and numerical data related to measurements
142,0.287,3261: questions related to personal experiences and advice,3261: questions related to personal experiences and advice
143,-0.287,6409: conditional statements and expressions of uncertainty or potential outcomes,5112: prominent numerical values and their relationships within the text
144,0.2866,406: issues related to functionality and errors in programming or web development,4487: scheduled events and their timings
145,0.2864,"4618: references to time, specifically the concept of ""year"" and its variants",2989: statistical significance indicators in research findings
146,0.2852,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts,12937:  terms related to software licensing and redistribution
147,0.2847,3598: terms associated with technical specifications and measurements,573: references to personal experiences and perceptions
148,0.2832,3673: terms and phrases related to reproductive health and fertility,9567: instances of common nouns and phrases related to food and dining contexts
149,0.2832,2989: statistical significance indicators in research findings,"4618: references to time, specifically the concept of ""year"" and its variants"
150,-0.2825,8003: sentences that express opinions or reflections on societal issues,"1749: phrases that describe conditions, requirements, or parameters related to systems or processes"
151,-0.2822,6409: conditional statements and expressions of uncertainty or potential outcomes,5549: statistical numbers and numerical data related to measurements
152,-0.2822,12937:  terms related to software licensing and redistribution,14620: mathematical symbols and expressions related to functions and operations
153,-0.2803,"2585: specific alphanumeric sequences, especially relating to variable names or identifiers",2843: code structure and definitions commonly used in programming
154,0.28,573: references to personal experiences and perceptions,3598: terms associated with technical specifications and measurements
155,0.2793,3523: references to leadership and personal connections within a narrative context,8848:  numerical data and statistics
156,0.279,7850: descriptive features and specifications related to audio equipment,8003: sentences that express opinions or reflections on societal issues
157,-0.2783,10937: network communication operations and protocols,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts
158,-0.278,295: terms related to trade and its complexities or implications,920: elements related to digital file management and application settings
159,-0.277,2989: statistical significance indicators in research findings,3261: questions related to personal experiences and advice
160,0.2766,11299: legal terms and references related to petitions and administrative processes,8848:  numerical data and statistics
161,-0.2766,11444: email addresses or domains related to electronic communication,8003: sentences that express opinions or reflections on societal issues
162,-0.2761,10937: network communication operations and protocols,1577: terms related to scientific reagents and their usage in experimental procedures
163,0.276,9127: words or phrases that describe strength or capability,920: elements related to digital file management and application settings
164,-0.2754,1369: descriptive terms related to horror and extreme negative experiences,406: issues related to functionality and errors in programming or web development
165,0.2754,8848:  numerical data and statistics,96: informational elements and specifics related to chemical compounds and classification
166,-0.275,2918: phrases expressing opinions or arguments regarding political issues,5549: statistical numbers and numerical data related to measurements
167,-0.2732,3598: terms associated with technical specifications and measurements,"4618: references to time, specifically the concept of ""year"" and its variants"
168,-0.2732,6409: conditional statements and expressions of uncertainty or potential outcomes,5677: references to actions or decisions related to judgments or assessments
169,-0.273,5467:  variables and parameters related to data and experimental results,8003: sentences that express opinions or reflections on societal issues
170,-0.273,"4618: references to time, specifically the concept of ""year"" and its variants",3673: terms and phrases related to reproductive health and fertility
171,-0.2727,16238:  phrases related to structures and mechanisms in technology and science,406: issues related to functionality and errors in programming or web development
172,0.2698,14628:  phrases and words related to presentation or conveying information,8003: sentences that express opinions or reflections on societal issues
173,0.2678,9567: instances of common nouns and phrases related to food and dining contexts,9567: instances of common nouns and phrases related to food and dining contexts
174,0.267,96: informational elements and specifics related to chemical compounds and classification,8848:  numerical data and statistics
175,-0.2668,13552: information related to scientific methodologies or experimental processes,16281: keywords and structure related to programming logic and operations
176,0.2659,"12186: references to specific scientific concepts and their associated terminologies, especially in the context of biological or computational research",6409: conditional statements and expressions of uncertainty or potential outcomes
177,-0.2651,5000: concepts related to responsibility and accountability in various contexts,8848:  numerical data and statistics
178,-0.265,16238:  phrases related to structures and mechanisms in technology and science,6409: conditional statements and expressions of uncertainty or potential outcomes
179,0.2644,9127: words or phrases that describe strength or capability,9368:  phrases indicating reported speech or explanations
180,-0.264,15108:  concepts and discussions related to health care policies and decision-making processes,406: issues related to functionality and errors in programming or web development
181,0.2637,5549: statistical numbers and numerical data related to measurements,"7868: terms related to medical and laboratory equipment, processes, and measurements"
182,-0.2634,2989: statistical significance indicators in research findings,920: elements related to digital file management and application settings
183,-0.2634,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts,15108:  concepts and discussions related to health care policies and decision-making processes
184,0.2632,9127: words or phrases that describe strength or capability,2843: code structure and definitions commonly used in programming
185,-0.2625,3261: questions related to personal experiences and advice,2989: statistical significance indicators in research findings
186,-0.262,3261: questions related to personal experiences and advice,"4618: references to time, specifically the concept of ""year"" and its variants"
187,-0.2607,8003: sentences that express opinions or reflections on societal issues,96: informational elements and specifics related to chemical compounds and classification
188,0.2607,1369: descriptive terms related to horror and extreme negative experiences,1369: descriptive terms related to horror and extreme negative experiences
189,0.2607,11444: email addresses or domains related to electronic communication,8848:  numerical data and statistics
190,-0.2607,2989: statistical significance indicators in research findings,9368:  phrases indicating reported speech or explanations
191,0.2605,2918: phrases expressing opinions or arguments regarding political issues,406: issues related to functionality and errors in programming or web development
192,0.26,15108:  concepts and discussions related to health care policies and decision-making processes,1620: quoted remarks or comments in the text
193,-0.2595,15108:  concepts and discussions related to health care policies and decision-making processes,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts
194,0.2595,"5176: terms and phrases related to computing, data processing, and technology",5549: statistical numbers and numerical data related to measurements
195,-0.2588,295: terms related to trade and its complexities or implications,9127: words or phrases that describe strength or capability
196,0.2585,2352: mentions of specific individuals and organizations involved in political or legal contexts,14620: mathematical symbols and expressions related to functions and operations
197,-0.2583,3523: references to leadership and personal connections within a narrative context,8003: sentences that express opinions or reflections on societal issues
198,0.258,2437:  phrases that express emotional or subjective experiences,8848:  numerical data and statistics
199,0.2578,5549: statistical numbers and numerical data related to measurements,16238:  phrases related to structures and mechanisms in technology and science
200,-0.2578,2843: code structure and definitions commonly used in programming,12937:  terms related to software licensing and redistribution
201,-0.2576,6409: conditional statements and expressions of uncertainty or potential outcomes,1620: quoted remarks or comments in the text
202,-0.257,"6601:  the presence of markup or structural elements in programming or technical contexts, such as special characters or formatting indicators",6409: conditional statements and expressions of uncertainty or potential outcomes
203,0.2566,"7868: terms related to medical and laboratory equipment, processes, and measurements",5549: statistical numbers and numerical data related to measurements
204,-0.2563,10714:  phrases related to commitment and purpose,6409: conditional statements and expressions of uncertainty or potential outcomes
205,0.2563,205: scientific terms and entities related to research studies,8848:  numerical data and statistics
206,0.2559,3261: questions related to personal experiences and advice,3598: terms associated with technical specifications and measurements
207,-0.2559,5549: statistical numbers and numerical data related to measurements,1987:  questions and lists related to information retrieval
208,0.2556,573: references to personal experiences and perceptions,2352: mentions of specific individuals and organizations involved in political or legal contexts
209,-0.2556,"12186: references to specific scientific concepts and their associated terminologies, especially in the context of biological or computational research",15108:  concepts and discussions related to health care policies and decision-making processes
210,0.2554,5677: references to actions or decisions related to judgments or assessments,"4618: references to time, specifically the concept of ""year"" and its variants"
211,0.255,15108:  concepts and discussions related to health care policies and decision-making processes,87:  programmatic constructs and conditions related to feedback mechanisms
212,-0.2546,13552: information related to scientific methodologies or experimental processes,13552: information related to scientific methodologies or experimental processes
213,0.2544,3598: terms associated with technical specifications and measurements,3261: questions related to personal experiences and advice
214,-0.2544,"5176: terms and phrases related to computing, data processing, and technology",406: issues related to functionality and errors in programming or web development
215,-0.253,406: issues related to functionality and errors in programming or web development,"7868: terms related to medical and laboratory equipment, processes, and measurements"
216,0.2527,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts,2989: statistical significance indicators in research findings
217,0.2527,5112: prominent numerical values and their relationships within the text,15108:  concepts and discussions related to health care policies and decision-making processes
218,-0.2515,"4618: references to time, specifically the concept of ""year"" and its variants",3261: questions related to personal experiences and advice
219,0.2505,8848:  numerical data and statistics,205: scientific terms and entities related to research studies
220,-0.2499,573: references to personal experiences and perceptions,7647: expressions of gratitude and appreciation
221,0.2489,8648: punctuation marks and parentheses,9127: words or phrases that describe strength or capability
222,-0.2487,5677: references to actions or decisions related to judgments or assessments,6409: conditional statements and expressions of uncertainty or potential outcomes
223,-0.2482,2843: code structure and definitions commonly used in programming,"2585: specific alphanumeric sequences, especially relating to variable names or identifiers"
224,0.2477,6409: conditional statements and expressions of uncertainty or potential outcomes,15863: terms and phrases related to depth and profoundness in various contexts
225,-0.2476,2352: mentions of specific individuals and organizations involved in political or legal contexts,12937:  terms related to software licensing and redistribution
226,0.2476,15108:  concepts and discussions related to health care policies and decision-making processes,5677: references to actions or decisions related to judgments or assessments
227,0.2476,5549: statistical numbers and numerical data related to measurements,"5176: terms and phrases related to computing, data processing, and technology"
228,-0.2476,"12230: specific programming constructs, particularly related to graphical user interface (GUI) elements and their properties",573: references to personal experiences and perceptions
229,0.2473,9567: instances of common nouns and phrases related to food and dining contexts,3673: terms and phrases related to reproductive health and fertility
230,0.2468,"6601:  the presence of markup or structural elements in programming or technical contexts, such as special characters or formatting indicators",15108:  concepts and discussions related to health care policies and decision-making processes
231,-0.2466,6409: conditional statements and expressions of uncertainty or potential outcomes,5513: programming and function-related syntax
232,0.2454,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts,6409: conditional statements and expressions of uncertainty or potential outcomes
233,-0.2449,96: informational elements and specifics related to chemical compounds and classification,8003: sentences that express opinions or reflections on societal issues
234,0.2448,1577: terms related to scientific reagents and their usage in experimental procedures,1577: terms related to scientific reagents and their usage in experimental procedures
235,0.2443,15607: legal terms and references related to courtroom procedures and rights,6304: legal terminology and concepts related to discrimination and harassment cases
236,-0.2441,"10634: structured data representations, particularly those related to nodes and their attributes in a code or algorithm context",8848:  numerical data and statistics
237,-0.244,3598: terms associated with technical specifications and measurements,5112: prominent numerical values and their relationships within the text
238,-0.2439,15108:  concepts and discussions related to health care policies and decision-making processes,286: phrases that highlight key components or concepts in a scientific or technical context
239,-0.2437,11299: legal terms and references related to petitions and administrative processes,8003: sentences that express opinions or reflections on societal issues
240,-0.2434,14377: phrases related to removal or elimination,8848:  numerical data and statistics
241,0.2423,6325: sections of the document that contain numerical values or references to data,8848:  numerical data and statistics
242,-0.2417,406: issues related to functionality and errors in programming or web development,16238:  phrases related to structures and mechanisms in technology and science
243,0.2417,6304: legal terminology and concepts related to discrimination and harassment cases,16281: keywords and structure related to programming logic and operations
244,0.2416,1727: terms related to genetic markers or sequences,8848:  numerical data and statistics
245,0.2415,12261: phrases that express disbelief or the need for validation of information,6409: conditional statements and expressions of uncertainty or potential outcomes
246,0.2413,87:  programmatic constructs and conditions related to feedback mechanisms,87:  programmatic constructs and conditions related to feedback mechanisms
247,-0.2406,4086:  numerical data related to health metrics or medical values,8848:  numerical data and statistics
248,-0.2388,286: phrases that highlight key components or concepts in a scientific or technical context,15108:  concepts and discussions related to health care policies and decision-making processes
249,-0.2384,2989: statistical significance indicators in research findings,2843: code structure and definitions commonly used in programming
250,0.2379,13552: information related to scientific methodologies or experimental processes,13975: distinctive or important identifiers in a dataset
251,0.2375,"10634: structured data representations, particularly those related to nodes and their attributes in a code or algorithm context","10634: structured data representations, particularly those related to nodes and their attributes in a code or algorithm context"
252,0.2375,2989: statistical significance indicators in research findings,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts
253,0.237,14377: phrases related to removal or elimination,8003: sentences that express opinions or reflections on societal issues
254,0.237,3673: terms and phrases related to reproductive health and fertility,4487: scheduled events and their timings
255,-0.2369,406: issues related to functionality and errors in programming or web development,5112: prominent numerical values and their relationships within the text
256,-0.2367,8003: sentences that express opinions or reflections on societal issues,"15454: content related to governance, policy, and ethical considerations in research and technology"
257,-0.2362,3673: terms and phrases related to reproductive health and fertility,5112: prominent numerical values and their relationships within the text
258,-0.236,1727: terms related to genetic markers or sequences,8003: sentences that express opinions or reflections on societal issues
259,0.2356,10937: network communication operations and protocols,573: references to personal experiences and perceptions
260,0.2355,8848:  numerical data and statistics,"15454: content related to governance, policy, and ethical considerations in research and technology"
261,-0.2354,10012: numerical values or statistics related to data analysis,16281: keywords and structure related to programming logic and operations
262,-0.2347,1987:  questions and lists related to information retrieval,5549: statistical numbers and numerical data related to measurements
263,0.2346,3598: terms associated with technical specifications and measurements,2843: code structure and definitions commonly used in programming
264,-0.2346,9127: words or phrases that describe strength or capability,8191:  occurrences of specific variable declarations or iterations in code
265,0.2346,3598: terms associated with technical specifications and measurements,9368:  phrases indicating reported speech or explanations
266,0.2344,5677: references to actions or decisions related to judgments or assessments,15108:  concepts and discussions related to health care policies and decision-making processes
267,-0.2341,1369: descriptive terms related to horror and extreme negative experiences,11425: mathematical expressions and notation
268,-0.2334,4487: scheduled events and their timings,5549: statistical numbers and numerical data related to measurements
269,-0.2333,406: issues related to functionality and errors in programming or web development,"5176: terms and phrases related to computing, data processing, and technology"
270,0.233,286: phrases that highlight key components or concepts in a scientific or technical context,6409: conditional statements and expressions of uncertainty or potential outcomes
271,0.2327,3598: terms associated with technical specifications and measurements,920: elements related to digital file management and application settings
272,0.2324,1480: legal terminology related to parental rights and citizenship,6304: legal terminology and concepts related to discrimination and harassment cases
273,-0.232,3673: terms and phrases related to reproductive health and fertility,1369: descriptive terms related to horror and extreme negative experiences
274,0.232,15108:  concepts and discussions related to health care policies and decision-making processes,5549: statistical numbers and numerical data related to measurements
275,-0.2318,5549: statistical numbers and numerical data related to measurements,12142: file paths within a Windows operating system context
276,-0.2314,205: scientific terms and entities related to research studies,8003: sentences that express opinions or reflections on societal issues
277,0.2314,6409: conditional statements and expressions of uncertainty or potential outcomes,1263: references to population statistics and demographics
278,0.2312,2291: technical or mathematical symbols and terms,6409: conditional statements and expressions of uncertainty or potential outcomes
279,0.2312,8699:  references to statistical data or results in a scientific context,8848:  numerical data and statistics
280,0.231,"10634: structured data representations, particularly those related to nodes and their attributes in a code or algorithm context",8003: sentences that express opinions or reflections on societal issues
281,0.231,5677: references to actions or decisions related to judgments or assessments,5549: statistical numbers and numerical data related to measurements
282,0.2302,8848:  numerical data and statistics,3511: references to Disney and its associated characters or franchises
283,-0.23,5549: statistical numbers and numerical data related to measurements,13025: technical terms related to Java servlets and RESTful web services
284,0.2299,5000: concepts related to responsibility and accountability in various contexts,8003: sentences that express opinions or reflections on societal issues
