,OV Circuit Value,Value Feature,Output Feature
158,0.2683,6392:  XML-like structured data elements,16109: phrases that express opinion or perspective
159,-0.268,6392:  XML-like structured data elements,5534:  LaTeX formatting commands and syntax used in scientific documents
160,0.268,5815:  numerical or tabular data relevant to various contexts,14952:  punctuation marks and formatting elements in the text
161,0.2678,3732: punctuation marks,12969: numbers and code-like sequences within the text
162,-0.2678,5815:  numerical or tabular data relevant to various contexts,3009: pronouns and their contextual implications
163,-0.2651,"2012: instances of the word ""already"" in various contexts",12969: numbers and code-like sequences within the text
164,0.2637,6949:  closing or opening curly braces or brackets,9069: terms related to intellectual property and legal frameworks
165,0.263,6052: object properties and their associated methods in programming contexts,6954: references to boys and masculinity
166,-0.2622,6052: object properties and their associated methods in programming contexts,15278: keywords related to job postings in the healthcare field
167,-0.2607,3632: references to legal circuits and courts,10124:  Java code structures involving runnable tasks and their instantiation
168,0.2588,"13351: definitions and explanations related to the term ""host,"" particularly in the context of events and leadership roles",2337:  comparative language and indicators of difference
169,-0.258,"13351: definitions and explanations related to the term ""host,"" particularly in the context of events and leadership roles",1444: elements of code related to user interface components and styling
170,-0.2576,7507: numerical data and references related to statistics and measurements,6954: references to boys and masculinity
171,0.257,11087: specific structural elements or commands in programming and mathematical contexts,10964: mathematical terms and symbols
172,-0.2566,11087: specific structural elements or commands in programming and mathematical contexts,14393:  strings that indicate formatting or structured data outputs
173,0.2563,7507: numerical data and references related to statistics and measurements,15278: keywords related to job postings in the healthcare field
174,0.2556,7314:  punctuation marks such as quotation marks and apostrophes,15297: numerical values and mathematical signs
175,0.2542,7507: numerical data and references related to statistics and measurements,3878: references to goddess worship in various religious contexts
176,-0.2532,829:  mathematical expressions and formulas,10612: technical terms and processes in scientific or mathematical contexts
177,0.253,334: references to positions of authority or leadership roles,6078:  components and their interactions within a programming context
178,-0.2527,7314:  punctuation marks such as quotation marks and apostrophes,15275: terms related to comparisons and evaluations of technology or products
179,0.2527,3036: queries related to SQL and data manipulation,4131:  expressions of obligation and interpersonal expectations
180,-0.2524,7507: numerical data and references related to statistics and measurements,1887: key phrases related to emotional experiences or states
181,0.2517,829:  mathematical expressions and formulas,7269: references to anniversaries and significant celebrations
182,-0.2502,829:  mathematical expressions and formulas,9755: terms related to naming and classification
183,-0.2488,10278: comparative adjectives and phrases that indicate an increase or enhancement in quality or quantity,5534:  LaTeX formatting commands and syntax used in scientific documents
184,-0.2487,6052: object properties and their associated methods in programming contexts,3878: references to goddess worship in various religious contexts
185,0.2484,9681: historical references related to laws and legal cases,12800: specific references to successful authors and their works
186,0.2484,829:  mathematical expressions and formulas,5337:  instances of negation and expressions of disagreement
187,0.2483,3732: punctuation marks,11967: instances of variable declarations and assignments in code
188,0.2483,10278: comparative adjectives and phrases that indicate an increase or enhancement in quality or quantity,16109: phrases that express opinion or perspective
189,0.2482,8117: names of countries and items related to gender equality and healthcare,9755: terms related to naming and classification
190,-0.2482,8437: data references and statistics related to biological experiments,12800: specific references to successful authors and their works
191,0.248,6052: object properties and their associated methods in programming contexts,1887: key phrases related to emotional experiences or states
192,0.2478,6364: references to educational achievements and milestones,"7479: elements related to formatting or structure, such as citations or references in academic writing"
193,-0.2478,9490:  mentions of popular films and film-related terms,9716: phrases related to requests for information regarding incidents or missing persons
194,0.2477,13744: terms related to health conditions and their classifications,4131:  expressions of obligation and interpersonal expectations
195,-0.2474,3036: queries related to SQL and data manipulation,5729:  mathematical symbols and operations
196,0.2474,8117: names of countries and items related to gender equality and healthcare,10612: technical terms and processes in scientific or mathematical contexts
197,-0.2473,1745: questions and mathematical operations involving problem-solving,11576: terms related to legal documentation and identification processes
198,-0.2461,9681: historical references related to laws and legal cases,13260:  elements associated with input fields and forms
199,-0.246,8931:  restaurant reviews that mention food quality and dining experiences,15297: numerical values and mathematical signs
200,0.2457,8437: data references and statistics related to biological experiments,13260:  elements associated with input fields and forms
201,-0.2451,8117: names of countries and items related to gender equality and healthcare,5337:  instances of negation and expressions of disagreement
202,0.2443,13430: mathematical constructs and expressions,331: mathematical equations and expressions
203,0.244,1942:  rankings and positions of institutions or programs,11576: terms related to legal documentation and identification processes
204,0.2439,8931:  restaurant reviews that mention food quality and dining experiences,15275: terms related to comparisons and evaluations of technology or products
205,-0.2433,10640:  keywords and references related to academic or scientific sources,27: technical terms and concepts related to object-role modeling and database queries
206,-0.243,8117: names of countries and items related to gender equality and healthcare,7269: references to anniversaries and significant celebrations
207,-0.2429,2565: references to rural locations and related entities,331: mathematical equations and expressions
208,-0.2427,"2012: instances of the word ""already"" in various contexts",11967: instances of variable declarations and assignments in code
209,-0.2416,13744: terms related to health conditions and their classifications,5729:  mathematical symbols and operations
210,-0.2416,11412: statistical references and data,4131:  expressions of obligation and interpersonal expectations
211,0.2413,10640:  keywords and references related to academic or scientific sources,11639:  mathematical operations and programming constructs related to vector calculations
212,0.2396,9490:  mentions of popular films and film-related terms,6131: URLs and links in the text
213,0.2393,"14313: the presence of introductory elements in the text, such as special formatting or markers",3675: numerical values and financial figures related to donations and earnings
214,0.2374,14802: phrases indicating existence or introduction of concepts,10332:  quantifiable measurements or numerical data
215,0.2374,"13018: specific keywords or titles indicative of various subjects and contexts, such as live events, organizations, and technical processes",8222: technical terms and context related to scientific research and material properties
216,-0.2373,14802: phrases indicating existence or introduction of concepts,13568: terms related to zoning and land use regulations
217,0.2372,11412: statistical references and data,5729:  mathematical symbols and operations
218,0.2368,2036: technical terms and references related to theories and formulas in physics and mathematics,13568: terms related to zoning and land use regulations
219,0.2365,5912: elements related to archaeological findings and ancient artifacts,6981: references to political figures and events
220,-0.2365,"5921: keywords related to scientific, medical, and technical terminology",3675: numerical values and financial figures related to donations and earnings
221,-0.2357,2036: technical terms and references related to theories and formulas in physics and mathematics,10332:  quantifiable measurements or numerical data
222,0.2356,10388: references or citations related to scientific theories or frameworks,15297: numerical values and mathematical signs
223,-0.2349,10388: references or citations related to scientific theories or frameworks,15275: terms related to comparisons and evaluations of technology or products
224,-0.2347,7075: phrases that emphasize concentration and attention,9069: terms related to intellectual property and legal frameworks
225,0.2341,10999: the indefinite article 'a' and its variations in different contexts,8138:  sequences related to programming constructs and data structures
226,-0.2339,401: specific code structures or syntax patterns in programming or technical texts,4131:  expressions of obligation and interpersonal expectations
227,0.2338,14870: concepts related to medical research and treatment,6981: references to political figures and events
228,-0.2335,8298: sections that indicate the start of new topics or ideas in a document,12475: technical terms and code-related syntax
229,-0.2334,13430: mathematical constructs and expressions,15082: references related to mathematical or scientific notation and parameters
230,-0.2329,7235: call-to-action phrases that encourage clicking or downloading,6078:  components and their interactions within a programming context
231,-0.2325,5912: elements related to archaeological findings and ancient artifacts,7095: phrases or terms related to authority figures and their actions
232,-0.232,14870: concepts related to medical research and treatment,7095: phrases or terms related to authority figures and their actions
233,0.232,2565: references to rural locations and related entities,15082: references related to mathematical or scientific notation and parameters
234,0.2319,9295: terms related to programming exceptions and errors in software development,"10626: terms related to classification, specifications, and specific attributes"
235,0.231,401: specific code structures or syntax patterns in programming or technical texts,5729:  mathematical symbols and operations
236,0.2306,7507: numerical data and references related to statistics and measurements,4131:  expressions of obligation and interpersonal expectations
237,0.23,6386: terms related to audio processing and effects,10124:  Java code structures involving runnable tasks and their instantiation
238,-0.2291,14802: phrases indicating existence or introduction of concepts,3675: numerical values and financial figures related to donations and earnings
239,-0.2291,11541:  coding elements related to data parsing and storage operations,"10626: terms related to classification, specifications, and specific attributes"
240,0.229,1745: questions and mathematical operations involving problem-solving,965:  references to gender equality and disparities
241,0.2289,11541:  coding elements related to data parsing and storage operations,"7478: code structure elements, such as class declarations and method definitions"
242,0.2288,12985: phrases related to real estate transactions and home buying,2689: phrases that discuss methods or ways of doing things
243,-0.2278,9295: terms related to programming exceptions and errors in software development,"7478: code structure elements, such as class declarations and method definitions"
244,-0.2273,334: references to positions of authority or leadership roles,15643: descriptive terms related to flavors and aromas in food products
245,-0.2264,1942:  rankings and positions of institutions or programs,965:  references to gender equality and disparities
246,0.2264,15070: elements related to Eulerian concepts and mathematical structures,9069: terms related to intellectual property and legal frameworks
247,-0.226,7507: numerical data and references related to statistics and measurements,5729:  mathematical symbols and operations
248,0.2255,"9932: functions and events related to programming, particularly those involving event handling and listener methods",14631:  terms related to procedural steps and algorithms
249,0.2252,4780: technical terms and error codes,1103:  HTML and CSS elements related to visibility and display properties
250,-0.2238,6392:  XML-like structured data elements,6981: references to political figures and events
251,-0.2236,"9932: functions and events related to programming, particularly those involving event handling and listener methods",6733: details related to room features and rental conditions
252,0.223,2036: technical terms and references related to theories and formulas in physics and mathematics,3675: numerical values and financial figures related to donations and earnings
253,-0.2223,6052: object properties and their associated methods in programming contexts,4131:  expressions of obligation and interpersonal expectations
254,-0.2222,13430: mathematical constructs and expressions,6981: references to political figures and events
255,0.222,13430: mathematical constructs and expressions,7095: phrases or terms related to authority figures and their actions
256,-0.222,5755:  references to controversial political figures and their actions,8222: technical terms and context related to scientific research and material properties
257,0.2219,11081: information about music bands and their members,"12269: words or phrases related to ""of"" and its occurrences in different contexts"
258,-0.2217,14781: elements related to user interaction and token verification in a digital workspace,14631:  terms related to procedural steps and algorithms
259,0.2214,6392:  XML-like structured data elements,7095: phrases or terms related to authority figures and their actions
260,-0.2202,10434: mathematical expressions and code structure in formatted documents,8138:  sequences related to programming constructs and data structures
261,0.2198,6052: object properties and their associated methods in programming contexts,5729:  mathematical symbols and operations
262,0.2196,14781: elements related to user interaction and token verification in a digital workspace,6733: details related to room features and rental conditions
263,0.2194,2565: references to rural locations and related entities,6981: references to political figures and events
264,0.2191,5912: elements related to archaeological findings and ancient artifacts,9755: terms related to naming and classification
265,-0.219,8117: names of countries and items related to gender equality and healthcare,12969: numbers and code-like sequences within the text
266,0.2188,"14313: the presence of introductory elements in the text, such as special formatting or markers",16041:  formatting or structural elements in the text
267,0.2186,14842: numerical values and related characters,16109: phrases that express opinion or perspective
268,0.2181,9009:  programming-related terms and code structure elements,1444: elements of code related to user interface components and styling
269,-0.2179,2565: references to rural locations and related entities,7095: phrases or terms related to authority figures and their actions
270,-0.2179,5912: elements related to archaeological findings and ancient artifacts,5337:  instances of negation and expressions of disagreement
271,-0.2178,4571:  semicolon-separated statements and variable assignments in code,5843: terms and phrases related to complex systems and their mathematical representation
272,-0.2177,9009:  programming-related terms and code structure elements,2337:  comparative language and indicators of difference
273,0.2177,"13182:  proper nouns, particularly names and titles",27: technical terms and concepts related to object-role modeling and database queries
274,-0.2174,14842: numerical values and related characters,5534:  LaTeX formatting commands and syntax used in scientific documents
275,0.2173,3433: terminology and definitions related to context and time in a study,11377: legal terminology and references to court cases
276,0.2172,7235: call-to-action phrases that encourage clicking or downloading,15643: descriptive terms related to flavors and aromas in food products
277,-0.217,6392:  XML-like structured data elements,9755: terms related to naming and classification
278,0.2168,4571:  semicolon-separated statements and variable assignments in code,7651:  numerical data or statistics related to measurement or frequency
279,-0.2166,"7957: references to health-related topics, particularly viruses and diseases",9069: terms related to intellectual property and legal frameworks
280,-0.2166,"14313: the presence of introductory elements in the text, such as special formatting or markers",11782:  phrases related to comparisons and relationships
281,0.2166,6392:  XML-like structured data elements,5337:  instances of negation and expressions of disagreement
282,-0.2162,"4814: concepts related to health and well-being, especially in medical contexts",1444: elements of code related to user interface components and styling
283,0.2161,"4814: concepts related to health and well-being, especially in medical contexts",2337:  comparative language and indicators of difference
284,0.2161,14842: numerical values and related characters,13355:  programming-related syntax and constructs
285,-0.216,"13182:  proper nouns, particularly names and titles",11639:  mathematical operations and programming constructs related to vector calculations
286,-0.216,3433: terminology and definitions related to context and time in a study,7578: references to spirit and spirituality
287,0.2156,2943: references to factors or elements that influence various outcomes or behaviors,9069: terms related to intellectual property and legal frameworks
288,-0.2152,4571:  semicolon-separated statements and variable assignments in code,16109: phrases that express opinion or perspective
289,0.2151,14842: numerical values and related characters,5843: terms and phrases related to complex systems and their mathematical representation
290,0.2148,4571:  semicolon-separated statements and variable assignments in code,5534:  LaTeX formatting commands and syntax used in scientific documents
291,0.2141,829:  mathematical expressions and formulas,12969: numbers and code-like sequences within the text
292,-0.2136,3391: terms related to scientific research and methodology,"13811: specific coding constructs and structure, particularly related to object-oriented programming elements like classes and unique identifiers"
293,-0.2126,3632: references to legal circuits and courts,8961: the beginning of new documents or sections
294,-0.2126,4571:  semicolon-separated statements and variable assignments in code,13355:  programming-related syntax and constructs
295,0.2118,8298: sections that indicate the start of new topics or ideas in a document,4684: references to professional and scientific associations
296,0.2112,7748: code segments that involve object instantiation and assignments,1789: numeric and financial data in reports
297,-0.211,14842: numerical values and related characters,7651:  numerical data or statistics related to measurement or frequency
298,0.2104,10300:  occurrences of specific mathematical or programming syntax and terms related to data structures,13650:  references to legal terminology and court rulings
299,0.2103,1023: comma-separated lists or sequences of items,14104: pieces of text signaling the beginning or end of sections and some specific references
300,0.2102,6643: phrases related to sports statistics and performances,"3839: complex relationships in texts, particularly phrases that indicate understanding or connections between ideas"
301,0.2097,9529: dates or temporal references in historical contexts,1075:  configurations and settings related to Redis and server parameters
302,-0.2096,14842: numerical values and related characters,1602: elements indicating government decisions or political actions
303,-0.209,1023: comma-separated lists or sequences of items,"3839: complex relationships in texts, particularly phrases that indicate understanding or connections between ideas"
