,QK Circuit Value,Key Feature,Query Feature
58,-0.1627,14620: mathematical symbols and expressions related to functions and operations,1577: terms related to scientific reagents and their usage in experimental procedures
59,0.1624,11052:  programming or coding terms related to functions and variables,1616: syntax elements and structures within programming or markup language contexts
60,0.1624,14060: specific chemical compounds and their variations,15577: references to tutorials and guides
61,-0.1622,12701: names of individuals and their titles or professions,7873: words and phrases related to data collection and analysis methodologies
62,0.1602,"15560:  multiple segments of structured data, likely in a programming context",14737: user queries and responses related to research or inquiry
63,-0.1598,11094: references to scientific studies and their results,14045: Java import statements and declarations in a codebase
64,-0.159,11094: references to scientific studies and their results,748: terms related to political or societal structures and their consequences
65,-0.158,13046:  mathematical symbols and parameters related to equations and functions,6884: descriptive phrases related to trails and their conditions
66,-0.1576,6163:  LaTeX formatting commands and structure in a document,791: references to figures and diagrams in the text
67,0.1567,11094: references to scientific studies and their results,13043: terms related to inflammatory diseases and their associations
68,-0.1567,14059: date-related information and numerical data,9394: references to health-related substances or themes
69,0.1565,8863: words related to various types of activities,"10990: references to specific software, technical terms, and business entities"
70,-0.1565,11094: references to scientific studies and their results,11130:  numbers and mathematical operations
71,0.156,13983: references to image file formats and related elements,12607:  phrases related to transitions or changes in state
72,0.155,8863: words related to various types of activities,9511: punctuation and its use in sentence structure
73,-0.1549,"8645: special characters or formatting symbols, indicating a focus on non-verbal elements in the text","2374:  code-related expressions, particularly those involving file handling and import statements"
74,-0.1548,1455: references to film sequels and reboots,807: specific phrases related to measurement and quantities
75,-0.154,9923: phrases related to improvements or advancements in methodology or technology,7010:  specific numerical values and variables in a structured data format or code
76,-0.1538,8863: words related to various types of activities,"1178: elements of mathematical notation or models, particularly those related to tuberculosis and statistical components"
77,-0.1533,9394: references to health-related substances or themes,14059: date-related information and numerical data
78,0.153,10919: terminology related to measurements and experimental procedures in scientific contexts,748: terms related to political or societal structures and their consequences
79,-0.1527,10919: terminology related to measurements and experimental procedures in scientific contexts,13043: terms related to inflammatory diseases and their associations
80,-0.1523,2843: code structure and definitions commonly used in programming,"2585: specific alphanumeric sequences, especially relating to variable names or identifiers"
81,-0.1521,11094: references to scientific studies and their results,10389: concepts related to measurement and data analysis
82,-0.1517,7887: specific programming code structures and operations,8745: references to articles and mathematical concepts
83,0.1516,14975: terms related to diversity,10919: terminology related to measurements and experimental procedures in scientific contexts
84,-0.1514,"15560:  multiple segments of structured data, likely in a programming context",11678: discussions of health risks and potential consequences related to medical conditions
85,0.151,9469: references to legal matters and court-related processes,"10990: references to specific software, technical terms, and business entities"
86,-0.1506,"8645: special characters or formatting symbols, indicating a focus on non-verbal elements in the text",10441: quotes and their variations in punctuation
87,0.1504,"8645: special characters or formatting symbols, indicating a focus on non-verbal elements in the text","1251: terms related to management, analysis, and policy in the context of healthcare and organizational themes"
88,0.1498,33: keywords or phrases related to data structures and programming constructs,7950:  phrases related to technical specifications or characteristics
89,-0.1493,6086: references to economic or professional sectors,4191: locations and geopolitical references
90,-0.149,"15560:  multiple segments of structured data, likely in a programming context","15015: <span command="""">JavaScript event handling and functions related to user interactions in web development.</span>"
91,0.1488,16048:  code-related functions and methods for app development,10553: references to military threats and potential risks involving individuals
92,-0.1483,3443: references to age and demographic characteristics,10553: references to military threats and potential risks involving individuals
93,-0.148,7221: legal terminology and references,16273:  programming code related to alerts and user notifications
94,-0.1475,11094: references to scientific studies and their results,"9173: closing brackets and semicolons, indicating code termination and structure"
95,-0.1467,8792: terms related to scientific phenomena or principles,7873: words and phrases related to data collection and analysis methodologies
96,0.1466,10359: terms associated with gradient descent algorithms and their applications in linear regression and optimization,4191: locations and geopolitical references
97,0.1465,1417: references to specific gene sequences and their corresponding classifications or codes,13442: terms related to local contexts and connections
98,-0.1462,33: keywords or phrases related to data structures and programming constructs,4092: references to educational backgrounds and achievements
99,0.1462,1417: references to specific gene sequences and their corresponding classifications or codes,791: references to figures and diagrams in the text
100,0.1462,7748: code segments that involve object instantiation and assignments,2107: references to emotional states and moral values
101,0.1453,"3552: phrases and synonyms related to the term ""great.""",10919: terminology related to measurements and experimental procedures in scientific contexts
102,-0.145,14975: terms related to diversity,11094: references to scientific studies and their results
103,0.145,11094: references to scientific studies and their results,10420: names of athletes and their achievements in sports contexts
104,0.1448,7221: legal terminology and references,1306: code snippets related to file operations and handling
105,-0.1448,12937:  terms related to software licensing and redistribution,10937: network communication operations and protocols
106,0.1447,6412: conjunctions and their recurring use in sentences,791: references to figures and diagrams in the text
107,0.1447,1417: references to specific gene sequences and their corresponding classifications or codes,5556: legal terms and references related to court cases and plaintiffs
108,-0.1445,1577: terms related to scientific reagents and their usage in experimental procedures,14620: mathematical symbols and expressions related to functions and operations
109,0.1439,2527: references to presence or existence in various contexts,1594: quantities and values related to time and costs
110,-0.1439,2527: references to presence or existence in various contexts,2033: terms related to medical and scientific research advancements
111,0.1438,1455: references to film sequels and reboots,10716: instances of actions and outcomes related to processes and evaluations
112,0.1431,"15560:  multiple segments of structured data, likely in a programming context",11044: phrases related to criminal activity and societal issues
113,-0.142,10919: terminology related to measurements and experimental procedures in scientific contexts,10420: names of athletes and their achievements in sports contexts
114,0.1415,9009:  programming-related terms and code structure elements,10919: terminology related to measurements and experimental procedures in scientific contexts
115,0.1415,14001: phrases indicating the existence or presence of certain conditions or definitions,11370: the beginning of a document or passage
116,0.1403,10919: terminology related to measurements and experimental procedures in scientific contexts,11130:  numbers and mathematical operations
117,0.1401,4627: references to significant figures or events in revolutionary contexts,"10990: references to specific software, technical terms, and business entities"
118,-0.14,14111: instances of statistical data about populations or samples in academic studies,4191: locations and geopolitical references
119,-0.1399,10937: network communication operations and protocols,12937:  terms related to software licensing and redistribution
120,-0.1396,"1178: elements of mathematical notation or models, particularly those related to tuberculosis and statistical components",7950:  phrases related to technical specifications or characteristics
121,0.1393,13676: elements and structures in programming or code syntax,14625: code related to timing operations and exceptions
122,0.1382,9496:  references to user-related data and account attributes in a software context,9944:  instances of numeric values and related formatting
123,-0.1381,10553: references to military threats and potential risks involving individuals,10639: terms related to tax and health funding programs
124,0.1381,2359: technical terms and conditions related to data processing and filtering techniques,9218: references to retirement and related terms
125,0.1381,"1178: elements of mathematical notation or models, particularly those related to tuberculosis and statistical components",4092: references to educational backgrounds and achievements
126,0.138,14481: terms related to medical conditions affecting the lungs and their associated treatments,10553: references to military threats and potential risks involving individuals
127,-0.1378,"2585: specific alphanumeric sequences, especially relating to variable names or identifiers",12679:  references to serious legal matters related to crime and punishment
128,0.1377,611: words related to comments and their statuses,9598: medical and scientific terms related to health treatments and assessments
129,0.1372,10420: names of athletes and their achievements in sports contexts,"15335: references to academic departments, institutions, and legal entities"
130,-0.1364,11094: references to scientific studies and their results,7599: punctuation related to function calls and method definitions
131,-0.1355,11094: references to scientific studies and their results,13090: names of people and familial relationships
132,-0.1354,14956: legal terms and references to court proceedings,791: references to figures and diagrams in the text
133,-0.1353,11094: references to scientific studies and their results,11939:  phrases and terms related to medical and health-related conditions
134,0.135,2848:  conditional expressions in code,4191: locations and geopolitical references
135,0.1349,10919: terminology related to measurements and experimental procedures in scientific contexts,14045: Java import statements and declarations in a codebase
136,0.1348,11638: elements related to HTML and coding syntax,1616: syntax elements and structures within programming or markup language contexts
137,0.1346,"15560:  multiple segments of structured data, likely in a programming context",1906: commands and processes related to executing scripts or programs in a programming context
138,-0.1345,"4374: elements of humor, particularly dark and inappropriate humor","10990: references to specific software, technical terms, and business entities"
139,-0.1345,3279: references to Bitcoin and its characteristics as a digital currency,8745: references to articles and mathematical concepts
140,0.1343,16264: text related to scientific analysis and methodology,10919: terminology related to measurements and experimental procedures in scientific contexts
141,-0.1343,11726: references to Korea and Korean identity,8865: questions asking for definitions or explanations
142,-0.1337,6520: references to things or people that are situated behind or hidden from view,12648: references to creativity and imaginative thinking
143,-0.1335,"4814: concepts related to health and well-being, especially in medical contexts",10919: terminology related to measurements and experimental procedures in scientific contexts
144,0.1333,12011:  sequences of numerical data or statistics,5966:  method and property annotations in code
145,0.1332,10919: terminology related to measurements and experimental procedures in scientific contexts,"9173: closing brackets and semicolons, indicating code termination and structure"
146,-0.133,11094: references to scientific studies and their results,13337: expressions or phrases indicating uncertainty or potential missed opportunities
147,0.1328,7748: code segments that involve object instantiation and assignments,14625: code related to timing operations and exceptions
148,0.1326,14060: specific chemical compounds and their variations,8393: references to stock market activities and public offerings related to companies
149,0.1326,9511: punctuation and its use in sentence structure,7950:  phrases related to technical specifications or characteristics
150,0.1324,2291: technical or mathematical symbols and terms,13442: terms related to local contexts and connections
151,-0.1322,13676: elements and structures in programming or code syntax,9923: phrases related to improvements or advancements in methodology or technology
152,0.1316,9923: phrases related to improvements or advancements in methodology or technology,14625: code related to timing operations and exceptions
153,-0.1312,9511: punctuation and its use in sentence structure,4092: references to educational backgrounds and achievements
154,-0.1311,5633: words related to historical figures and events,"10990: references to specific software, technical terms, and business entities"
155,0.1311,11087: specific structural elements or commands in programming and mathematical contexts,"10990: references to specific software, technical terms, and business entities"
156,-0.1311,4118: specific programming constructs or syntactic elements related to function definitions and method calls,2737:  phrases related to legal expenses and costs
157,0.131,10961: specific nouns and identifiers related to medical conditions and environmental factors,1293: references to inaugural events and significant milestones
158,-0.131,13492: numerical data and date representations,13337: expressions or phrases indicating uncertainty or potential missed opportunities
159,0.1309,13676: elements and structures in programming or code syntax,2107: references to emotional states and moral values
160,0.1305,10919: terminology related to measurements and experimental procedures in scientific contexts,10389: concepts related to measurement and data analysis
161,0.1304,11094: references to scientific studies and their results,14087: terms related to family planning and the dynamics of family size
162,-0.1299,13537:  numerical values and their associations in scientific contexts,11044: phrases related to criminal activity and societal issues
163,-0.1299,7748: code segments that involve object instantiation and assignments,6395:  references to new objects or instances created in code
164,-0.1299,7873: words and phrases related to data collection and analysis methodologies,8865: questions asking for definitions or explanations
165,-0.1294,5185: concepts related to food categories and chemical processes,14625: code related to timing operations and exceptions
166,0.1292,12329:  sequences of whitespace characters,1722:  phrases indicating physical locations or situations
167,0.1292,10919: terminology related to measurements and experimental procedures in scientific contexts,13090: names of people and familial relationships
168,-0.1288,9377: phrases related to findings and results in a scientific or analytical context,1722:  phrases indicating physical locations or situations
169,0.1287,9377: phrases related to findings and results in a scientific or analytical context,4191: locations and geopolitical references
170,0.1287,8863: words related to various types of activities,1599:  structural relationships and interactions in complex systems
171,0.1285,3763: functions related to reshaping multidimensional arrays in programming,10118:  words expressing positive sentiments or high quality
172,-0.1284,14060: specific chemical compounds and their variations,"2141: contexts related to health, particularly issues surrounding mortality and medical conditions"
173,-0.1282,14376: emphasis markers and formatting elements in documents,6884: descriptive phrases related to trails and their conditions
174,0.128,9923: phrases related to improvements or advancements in methodology or technology,9944:  instances of numeric values and related formatting
175,0.128,11094: references to scientific studies and their results,9218: references to retirement and related terms
176,0.1277,"14444: references to spiritual, philosophical, or scientific teachings and concepts",14625: code related to timing operations and exceptions
177,0.1276,5484:  references to notable achievements or events related to advancements and recognitions,"10990: references to specific software, technical terms, and business entities"
178,0.1268,14060: specific chemical compounds and their variations,7185: measurement units related to length and volume
179,0.1267,13492: numerical data and date representations,9800: specific licensing or regulatory terms related to software or products
180,0.1266,7748: code segments that involve object instantiation and assignments,9944:  instances of numeric values and related formatting
181,0.1266,2989: statistical significance indicators in research findings,16241: legal terminology related to court cases and appeals
182,0.1263,499: features and attributes related to product descriptions and specifications,13337: expressions or phrases indicating uncertainty or potential missed opportunities
183,-0.1263,"8645: special characters or formatting symbols, indicating a focus on non-verbal elements in the text",3050: specific programming constructs related to object creation and manipulation
184,-0.126,2033: terms related to medical and scientific research advancements,"10990: references to specific software, technical terms, and business entities"
185,0.126,11094: references to scientific studies and their results,9800: specific licensing or regulatory terms related to software or products
186,0.126,"12525: the definite article ""the"" and the preposition ""with""",251: financial terms related to risk and stability
187,-0.1259,"5258:  symbols and punctuation marks, particularly related to formatting or code structures",13442: terms related to local contexts and connections
188,-0.1254,"3552: phrases and synonyms related to the term ""great.""",11094: references to scientific studies and their results
189,0.1252,13537:  numerical values and their associations in scientific contexts,"10990: references to specific software, technical terms, and business entities"
190,-0.125,11094: references to scientific studies and their results,15842:  references to statistical analysis and data visualization in research
191,0.12494,5185: concepts related to food categories and chemical processes,7010:  specific numerical values and variables in a structured data format or code
192,0.1249,10367: content related to professional qualifications and academic achievements,10919: terminology related to measurements and experimental procedures in scientific contexts
193,0.12476,2527: references to presence or existence in various contexts,7400: key political figures and their roles
194,0.12476,7873: words and phrases related to data collection and analysis methodologies,"1251: terms related to management, analysis, and policy in the context of healthcare and organizational themes"
195,-0.1246,10211: scientific or medical terminology related to diseases and treatment options,10553: references to military threats and potential risks involving individuals
196,0.1246,3142: instances of quotation marks and certain formatting symbols or document structure elements,15125: elements related to questioning authority and accountability
197,0.1246,13805: conditional phrases or questions,1522: terms related to population dynamics and genetic variation
198,0.1246,2465: facilities and amenities for accommodation and events,5515: closing brackets and control flow symbols
199,-0.12415,9469: references to legal matters and court-related processes,11678: discussions of health risks and potential consequences related to medical conditions
200,0.1239,11292: variables and their relationships in mathematical expressions or equations,12648: references to creativity and imaginative thinking
201,0.1236,13676: elements and structures in programming or code syntax,5185: concepts related to food categories and chemical processes
202,0.12335,3605: sections of text that contain any structured or numerical data,3005: references to academic articles and their corresponding digital object identifiers (DOIs)
203,-0.12335,9749: quantitative data and statistics related to populations and demographics,"10990: references to specific software, technical terms, and business entities"
204,-0.1232,499: features and attributes related to product descriptions and specifications,9800: specific licensing or regulatory terms related to software or products
205,0.1229,1845: sections of the text containing numerical data or metrics,"10990: references to specific software, technical terms, and business entities"
206,-0.12286,7131:  discourse surrounding mentorship and guidance,16241: legal terminology related to court cases and appeals
207,-0.12274,12329:  sequences of whitespace characters,8865: questions asking for definitions or explanations
208,0.1226,14956: legal terms and references to court proceedings,11678: discussions of health risks and potential consequences related to medical conditions
209,0.1226,10919: terminology related to measurements and experimental procedures in scientific contexts,10631: clauses and phrases that describe relationships or characteristics
210,-0.1225,499: features and attributes related to product descriptions and specifications,8314: references to actions related to recalling or modifying test cases in a software testing context
211,-0.1224,14203: JSON formatted strings or elements,8865: questions asking for definitions or explanations
212,-0.12225,14060: specific chemical compounds and their variations,2074:  keywords or indicators related to code or programming functionalities
213,-0.122,12008:  mathematical expressions or symbols,1722:  phrases indicating physical locations or situations
214,0.122,8793: themes related to romantic relationships and affairs,16258: verbs and actions related to communication and interaction
215,0.1219,1357: keywords related to legal and procedural contexts,1293: references to inaugural events and significant milestones
216,-0.1218,12329:  sequences of whitespace characters,4191: locations and geopolitical references
217,-0.12177,12401:  citations and references in scientific literature,7314:  punctuation marks such as quotation marks and apostrophes
218,0.12146,12401:  citations and references in scientific literature,8931:  restaurant reviews that mention food quality and dining experiences
219,0.12134,13983: references to image file formats and related elements,15766: references to software products and related concepts
220,-0.12103,10788:  technical terms and parameters related to performance metrics,1522: terms related to population dynamics and genetic variation
221,-0.1209,"10990: references to specific software, technical terms, and business entities",7400: key political figures and their roles
222,0.1208,10919: terminology related to measurements and experimental procedures in scientific contexts,11939:  phrases and terms related to medical and health-related conditions
223,-0.1207,11094: references to scientific studies and their results,15497: terms related to accounting and financial reporting services
224,0.12067,11052:  programming or coding terms related to functions and variables,4709: terms relating to political parties and partisan activities
225,-0.12054,2658:  numerical values and associated variables or parameters,10919: terminology related to measurements and experimental procedures in scientific contexts
226,-0.1204,14060: specific chemical compounds and their variations,11678: discussions of health risks and potential consequences related to medical conditions
227,0.1203,13983: references to image file formats and related elements,8745: references to articles and mathematical concepts
228,-0.12024,4412: structured data representations and their attributes,791: references to figures and diagrams in the text
229,-0.1202,10434: mathematical expressions and code structure in formatted documents,9944:  instances of numeric values and related formatting
230,-0.12006,14481: terms related to medical conditions affecting the lungs and their associated treatments,10211: scientific or medical terminology related to diseases and treatment options
231,-0.12006,10553: references to military threats and potential risks involving individuals,2989: statistical significance indicators in research findings
232,0.12006,9469: references to legal matters and court-related processes,4024: terms related to exceptions and error handling in programming contexts
233,0.12,11499:  elements related to chart configuration and manipulation in code,9418:  strings related to financial terms and institutions
234,0.11993,3142: instances of quotation marks and certain formatting symbols or document structure elements,15960:  references to literary works or storytelling elements
235,-0.11993,557: references to chemical or biological modifications and their implications,13343:  mathematical expressions and symbols
236,-0.1199,"15299: programming terminology, particularly related to data types and structure",14625: code related to timing operations and exceptions
237,-0.1196,11094: references to scientific studies and their results,10631: clauses and phrases that describe relationships or characteristics
238,-0.11957,16048:  code-related functions and methods for app development,10639: terms related to tax and health funding programs
239,-0.1195,10553: references to military threats and potential risks involving individuals,16241: legal terminology related to court cases and appeals
240,0.11945,9418:  strings related to financial terms and institutions,11499:  elements related to chart configuration and manipulation in code
241,-0.11945,"4814: concepts related to health and well-being, especially in medical contexts","10990: references to specific software, technical terms, and business entities"
242,0.1194,3561: significant contextual markers or structural cues within scientific or technical writing,10919: terminology related to measurements and experimental procedures in scientific contexts
243,-0.1194,"10817:  the presence of the word ""one.""",16241: legal terminology related to court cases and appeals
244,0.1192,3443: references to age and demographic characteristics,10639: terms related to tax and health funding programs
245,-0.1191,7577: references to debugging actions and modes in programming contexts,7949: references to individuals and their perceived failures or denials in various contexts
246,0.11896,9807: specific responses and error messages in code,11910: references to phones and phone-related objects or concepts
247,-0.1189,3605: sections of text that contain any structured or numerical data,"6090: references to ""wild"" in relation to animals or nature"
248,-0.1188,3561: significant contextual markers or structural cues within scientific or technical writing,11094: references to scientific studies and their results
249,0.1187,7887: specific programming code structures and operations,4191: locations and geopolitical references
250,-0.1186,16264: text related to scientific analysis and methodology,11094: references to scientific studies and their results
251,0.1184,"1178: elements of mathematical notation or models, particularly those related to tuberculosis and statistical components",9511: punctuation and its use in sentence structure
252,0.1184,"7718: terms related to economic principles, wealth distribution, and evidence-based assessments",13442: terms related to local contexts and connections
253,0.1182,4118: specific programming constructs or syntactic elements related to function definitions and method calls,1238:  specific numerical data or results
254,-0.1182,14300:  phrases related to legal and bureaucratic processes,11137:  instances of punctuation and sentence structure elements
255,0.11816,5475: instances of direct quotations or expressions,12937:  terms related to software licensing and redistribution
256,0.1181,14956: legal terms and references to court proceedings,13043: terms related to inflammatory diseases and their associations
257,-0.11804,"12230: specific programming constructs, particularly related to graphical user interface (GUI) elements and their properties",14300:  phrases related to legal and bureaucratic processes
258,0.118,14111: instances of statistical data about populations or samples in academic studies,8745: references to articles and mathematical concepts
259,0.118,12973: elements related to biological sequences and genetic analysis,12644: parameters and constraints related to statistical models
260,-0.1179,9009:  programming-related terms and code structure elements,11094: references to scientific studies and their results
261,0.11786,8342:  code-related keywords and concepts related to data structures and functions,15395: questions about programming or troubleshooting code
262,-0.11774,15051: references to legal terms and concepts,1293: references to inaugural events and significant milestones
263,-0.11774,3598: terms associated with technical specifications and measurements,2989: statistical significance indicators in research findings
264,0.11774,3991:  phrases related to artistic creation and appreciation,15766: references to software products and related concepts
265,0.11755,"6090: references to ""wild"" in relation to animals or nature",3005: references to academic articles and their corresponding digital object identifiers (DOIs)
266,0.11755,8342:  code-related keywords and concepts related to data structures and functions,7117: phrases indicating caution or recommendations to ensure certain actions are taken
267,0.1175,10999: the indefinite article 'a' and its variations in different contexts,9944:  instances of numeric values and related formatting
268,0.11743,12701: names of individuals and their titles or professions,8865: questions asking for definitions or explanations
269,0.1174,10961: specific nouns and identifiers related to medical conditions and environmental factors,15970: terms and concepts related to algebraic structures and programming implementations
270,0.1171,4232: medical conditions and associated statistics,251: financial terms related to risk and stability
271,-0.1171,13805: conditional phrases or questions,16287: terms related to quantification and measurement in various contexts
272,0.1171,8476: references to convenience and ease of access,3005: references to academic articles and their corresponding digital object identifiers (DOIs)
273,0.11707,10919: terminology related to measurements and experimental procedures in scientific contexts,7599: punctuation related to function calls and method definitions
274,0.117,11094: references to scientific studies and their results,8574: expressions related to initiating actions or events
275,0.11694,3090: connections and relationships among entities or variables in a scientific or technical context,8865: questions asking for definitions or explanations
276,-0.1169,"10990: references to specific software, technical terms, and business entities",15652: specific coding terms and references related to programming and databases
277,0.1167,13492: numerical data and date representations,8314: references to actions related to recalling or modifying test cases in a software testing context
278,-0.1167,11581:  structured data or code representations,10919: terminology related to measurements and experimental procedures in scientific contexts
279,0.1167,5259:  instances of criticism and negative evaluations of actions or policies,12628:  references to behavioral patterns and their implications
280,-0.11664,8863: words related to various types of activities,7950:  phrases related to technical specifications or characteristics
281,0.11646,10919: terminology related to measurements and experimental procedures in scientific contexts,7017:  technical and programming-related terminology
282,-0.1164,2527: references to presence or existence in various contexts,15577: references to tutorials and guides
283,-0.1164,14481: terms related to medical conditions affecting the lungs and their associated treatments,9377: phrases related to findings and results in a scientific or analytical context
284,-0.1164,11094: references to scientific studies and their results,7017:  technical and programming-related terminology
285,-0.11633,13537:  numerical values and their associations in scientific contexts,7400: key political figures and their roles
286,-0.1163,"8645: special characters or formatting symbols, indicating a focus on non-verbal elements in the text",13043: terms related to inflammatory diseases and their associations
287,0.1163,2359: technical terms and conditions related to data processing and filtering techniques,"12379: personal pronouns and contractions, indicating a focus on individual perspectives and experiences"
288,0.1163,2359: technical terms and conditions related to data processing and filtering techniques,14990: information related to technology and programming concepts
289,-0.1163,2527: references to presence or existence in various contexts,"15560:  multiple segments of structured data, likely in a programming context"
290,-0.1162,1843:  HTML tags and their corresponding usage in a document,10919: terminology related to measurements and experimental procedures in scientific contexts
291,-0.11597,10961: specific nouns and identifiers related to medical conditions and environmental factors,"11002:  elements related to data visualization in programming, particularly involving color mapping"
292,-0.11597,14300:  phrases related to legal and bureaucratic processes,"12230: specific programming constructs, particularly related to graphical user interface (GUI) elements and their properties"
293,0.11597,10919: terminology related to measurements and experimental procedures in scientific contexts,"3552: phrases and synonyms related to the term ""great."""
294,0.1159,11094: references to scientific studies and their results,5095: code-related syntax structures and control flow elements
295,0.1158,"14277: special characters or symbols, particularly dashes or hyphens",10420: names of athletes and their achievements in sports contexts
296,-0.1157,11094: references to scientific studies and their results,10155: specific mentions of cookies and privacy practices related to website usage
297,0.11566,"2585: specific alphanumeric sequences, especially relating to variable names or identifiers",573: references to personal experiences and perceptions
298,-0.11566,11094: references to scientific studies and their results,9722:  phrases indicating legal or judicial decisions
299,-0.1156,8793: themes related to romantic relationships and affairs,12170: specific business and economic terminology
300,0.1155,"7718: terms related to economic principles, wealth distribution, and evidence-based assessments",9722:  phrases indicating legal or judicial decisions
