,QK Circuit Value,Key Feature,Query Feature
76,0.1473,13039:  punctuations and formatting elements within the text,10919: terminology related to measurements and experimental procedures in scientific contexts
77,0.1466,11094: references to scientific studies and their results,8644: terms related to training and testing data in machine learning contexts
78,0.1464,9377: phrases related to findings and results in a scientific or analytical context,10639: terms related to tax and health funding programs
79,0.1462,8416:  mathematical operations or calculations involving factors or divisors,5580: references to legal and financial procedures
80,0.1462,4362: phrases and expressions related to uncertainty and conditions in various contexts,7117: phrases indicating caution or recommendations to ensure certain actions are taken
81,0.1459,10919: terminology related to measurements and experimental procedures in scientific contexts,13090: names of people and familial relationships
82,0.1459,"6060: positive evaluations of dining experiences, particularly regarding prices and food quality",16165: terms related to emergency preparedness and response
83,0.1458,16048:  code-related functions and methods for app development,10553: references to military threats and potential risks involving individuals
84,0.1444,557: references to chemical or biological modifications and their implications,791: references to figures and diagrams in the text
85,0.1444,14060: specific chemical compounds and their variations,7185: measurement units related to length and volume
86,0.144,3763: functions related to reshaping multidimensional arrays in programming,2320: references to talent and skills in various contexts
87,0.1438,10919: terminology related to measurements and experimental procedures in scientific contexts,7222: references to family activities and bonding experiences
88,0.1437,4118: specific programming constructs or syntactic elements related to function definitions and method calls,13384: complex structured elements in data
89,0.143,557: references to chemical or biological modifications and their implications,15970: terms and concepts related to algebraic structures and programming implementations
90,0.143,12008:  mathematical expressions or symbols,10546: phrases related to guidance and support in personal development or understanding complex situations
91,0.1426,13984:  specific keywords or names related to particular topics or entities,2158: dialogue or statements involving respect and interpersonal interactions
92,0.1421,1610:  references to upcoming events or episodes,6613: keywords related to residential and urban development projects
93,0.1418,6412: conjunctions and their recurring use in sentences,791: references to figures and diagrams in the text
94,0.1418,611: words related to comments and their statuses,9598: medical and scientific terms related to health treatments and assessments
95,0.1417,7786: punctuation marks that indicate emphasis or separation,2499:  phrases related to repetition or recurrence in events or themes
96,0.1409,15602: references to skin care products and their effects,13384: complex structured elements in data
97,0.1407,7221: legal terminology and references,16165: terms related to emergency preparedness and response
98,0.1407,14030:  syntactic structures and function definitions in programming code,2833: legal terminology and concepts related to court proceedings and judgments
99,0.1405,3763: functions related to reshaping multidimensional arrays in programming,10118:  words expressing positive sentiments or high quality
100,0.1405,12008:  mathematical expressions or symbols,6041: code-related keywords and structures in programming contexts
101,0.1404,1417: references to specific gene sequences and their corresponding classifications or codes,13442: terms related to local contexts and connections
102,0.14,6749: references to influential leaders and their historical actions,"5143: symbolic representations of structured data, particularly numeric and technical formats"
103,0.14,"12051:  references to legal and judicial contexts, especially pertaining to North Carolina",11275:  default export statements in code
104,0.14,3763: functions related to reshaping multidimensional arrays in programming,"3830: references to legal rights and amendments, particularly those related to due process and fair trial standards"
105,0.1399,10919: terminology related to measurements and experimental procedures in scientific contexts,"3552: phrases and synonyms related to the term ""great."""
106,0.1398,11568: mathematical equations and their components related to physical theories,11748: names and surnames of individuals related to family histories
107,0.1392,11638: elements related to HTML and coding syntax,1616: syntax elements and structures within programming or markup language contexts
108,0.139,8294: predictions related to economic and social changes in the future,"14770:  occurrences of the word ""Times."""
109,0.1388,"8252:  mentions of the ""mi"" RNA family",11891:  phrases that indicate doubt or questioning
110,0.1387,4118: specific programming constructs or syntactic elements related to function definitions and method calls,1238:  specific numerical data or results
111,0.1387,"14549: phrases and discussions regarding conflicts or contradictions in public policy, particularly related to health and social issues",14376: emphasis markers and formatting elements in documents
112,0.1382,"10990: references to specific software, technical terms, and business entities",8863: words related to various types of activities
113,0.1381,"13182:  proper nouns, particularly names and titles",9295: terms related to programming exceptions and errors in software development
114,0.1378,11616: information related to significant events or actions involving authorities or leaders,2066: elements associated with game logic and conditions
115,0.1377,3763: functions related to reshaping multidimensional arrays in programming,2833: legal terminology and concepts related to court proceedings and judgments
116,0.1375,"8800:  terms associated with economic conditions, particularly those indicating weakness or instability",11275:  default export statements in code
117,0.1375,9923: phrases related to improvements or advancements in methodology or technology,2107: references to emotional states and moral values
118,0.1375,10919: terminology related to measurements and experimental procedures in scientific contexts,7524: key terms related to competition and performance metrics
119,0.1373,545: terms related to energy research and environmental quality,10967: terms and expressions related to scientific studies and their methodologies
120,0.1368,2465: facilities and amenities for accommodation and events,5515: closing brackets and control flow symbols
121,0.1367,12008:  mathematical expressions or symbols,791: references to figures and diagrams in the text
122,0.1367,4155: customer service-related interactions and responses,2621: terms related to astrocyte biology and their role in lipid metabolism
123,0.1365,12008:  mathematical expressions or symbols,3594: references to specific medical procedures and conditions
124,0.1364,4609: references to academic works and citation details,5799:  possessive forms and indications of ownership
125,0.1364,6118: structural elements and identifiers in data or documents,"11957: Java access modifiers, specifically ""public"" and ""protected"""
126,0.1364,10919: terminology related to measurements and experimental procedures in scientific contexts,5751:  generational lineage or ancestral connections in narratives
127,0.136,10640:  keywords and references related to academic or scientific sources,11541:  coding elements related to data parsing and storage operations
128,0.1357,3142: instances of quotation marks and certain formatting symbols or document structure elements,15125: elements related to questioning authority and accountability
129,0.1357,11094: references to scientific studies and their results,11735: concerns about financial or practical implications of complex systems or projects
130,0.1357,"237: the name ""John"" in various contexts",7748: code segments that involve object instantiation and assignments
131,0.1357,14755: references to audio recording and management in programming contexts,7010:  specific numerical values and variables in a structured data format or code
132,0.1356,4619: mathematical expressions and numerical data,14376: emphasis markers and formatting elements in documents
133,0.1355,3205: mathematical symbols and notation related to equations,7117: phrases indicating caution or recommendations to ensure certain actions are taken
134,0.1353,13065: elements related to encoding and document processing in programming contexts,2544: words and phrases related to consistency and standardization in design
135,0.1353,"2710: elements of political accountability and responsibility, particularly related to the actions of the GOP and their stance on key issues",11891:  phrases that indicate doubt or questioning
136,0.1349,5259:  instances of criticism and negative evaluations of actions or policies,"12852: the presence of the word ""both"" indicating comparisons or inclusiveness"
137,0.1344,10145: statements related to projections and estimates in various contexts,6613: keywords related to residential and urban development projects
138,0.1343,7246: numerical totals and counts related to various subjects,5389:  references to specific examples or details in various contexts
139,0.134,2703: terms related to simulations and studies in scientific research,1306: code snippets related to file operations and handling
140,0.1335,13279: information related to historical events and important dates,11104: references to scientific papers and their citations
141,0.1333,7613: references and mentions of documents or documentation,8819: references to awards and recognition in the context of artistic works
142,0.1333,9923: phrases related to improvements or advancements in methodology or technology,14625: code related to timing operations and exceptions
143,0.1332,8793: themes related to romantic relationships and affairs,2033: terms related to medical and scientific research advancements
144,0.133,9377: phrases related to findings and results in a scientific or analytical context,8865: questions asking for definitions or explanations
145,0.133,"13081: instances of the conjunction ""and"" in various contexts",5799:  possessive forms and indications of ownership
146,0.133,"7985: occurrences of the word ""some"" and its variations",5751:  generational lineage or ancestral connections in narratives
147,0.1329,16336: terms related to medical procedures and diagnostics,3812: mathematical symbols and comparisons
148,0.1329,7352:  structured data formats and attributes within documents,13384: complex structured elements in data
149,0.1326,557: references to chemical or biological modifications and their implications,7010:  specific numerical values and variables in a structured data format or code
150,0.1324,7246: numerical totals and counts related to various subjects,7859:  topics related to medical treatments and availability of resources
151,0.1323,11866:  references to programming terminology and data structures,11275:  default export statements in code
152,0.1323,3797:  questions and queries within the text,1204:  negative statements and exclamatory responses
153,0.1322,1455: references to film sequels and reboots,10716: instances of actions and outcomes related to processes and evaluations
154,0.1318,879: references to professional services or advice,11275:  default export statements in code
155,0.1317,11616: information related to significant events or actions involving authorities or leaders,6203: locations and features related to places and structures
156,0.1312,13676: elements and structures in programming or code syntax,7748: code segments that involve object instantiation and assignments
157,0.1312,10187: references to specific subjects or topics in the text,16258: verbs and actions related to communication and interaction
158,0.131,"13018: specific keywords or titles indicative of various subjects and contexts, such as live events, organizations, and technical processes",6675: code and formatting elements within a document
159,0.131,11616: information related to significant events or actions involving authorities or leaders,5389:  references to specific examples or details in various contexts
160,0.131,8863: words related to various types of activities,13537:  numerical values and their associations in scientific contexts
161,0.1307,2642: elements in structured data or layout specifications,6613: keywords related to residential and urban development projects
162,0.1306,13867: references to political or social instability resulting in violence,6613: keywords related to residential and urban development projects
163,0.1305,9923: phrases related to improvements or advancements in methodology or technology,9944:  instances of numeric values and related formatting
164,0.1305,13537:  numerical values and their associations in scientific contexts,8863: words related to various types of activities
165,0.1305,10961: specific nouns and identifiers related to medical conditions and environmental factors,15970: terms and concepts related to algebraic structures and programming implementations
166,0.1301,14060: specific chemical compounds and their variations,8393: references to stock market activities and public offerings related to companies
167,0.13,"3800: references to social interactions and relationships, particularly involving strangers and acquaintances",2263: terms related to scientific measurements and statistical analysis
168,0.13,"3954: terms related to ""background"" in various contexts",8512: conjunctions and transitional phrases indicating contrast or exception
169,0.1298,3189: information related to social or political movements for equality and social justice,12628:  references to behavioral patterns and their implications
170,0.1296,15192: concepts related to faith and divine purpose,7950:  phrases related to technical specifications or characteristics
171,0.1296,3887: terms related to medical or health-related statistics,5799:  possessive forms and indications of ownership
172,0.129,2291: technical or mathematical symbols and terms,13442: terms related to local contexts and connections
173,0.1288,9395: phrases related to strategic planning and development,13285:  phrases related to training and professional development in educational settings
174,0.1287,3698: questions and statements related to mathematical or statistical computations,2107: references to emotional states and moral values
175,0.1284,11940: suggestive language regarding interpretations and conclusions in scientific contexts,1573: references to historical figures and events
176,0.1283,11094: references to scientific studies and their results,14087: terms related to family planning and the dynamics of family size
177,0.1283,59: code comments and documentation structures within programming code,13323: terms related to scientific evaluation and analysis
178,0.1277,10291:  legal terms or phrases,16258: verbs and actions related to communication and interaction
179,0.1276,9948:  concepts related to family mealtime and nutrition,8939:  programming concepts related to properties and their accessors
180,0.1276,1910: technical terms and concepts related to economics and data analysis,"13750: the presence of the word ""and."""
181,0.1276,5484:  references to notable achievements or events related to advancements and recognitions,16258: verbs and actions related to communication and interaction
182,0.1273,1052: terms related to technical specifications and features,5515: closing brackets and control flow symbols
183,0.1272,"237: the name ""John"" in various contexts",2107: references to emotional states and moral values
184,0.1266,4362: phrases and expressions related to uncertainty and conditions in various contexts,6112:  references to notable individuals and their careers
185,0.1266,6364: references to educational achievements and milestones,"11957: Java access modifiers, specifically ""public"" and ""protected"""
186,0.1263,2527: references to presence or existence in various contexts,12170: specific business and economic terminology
187,0.1263,11616: information related to significant events or actions involving authorities or leaders,367: elements related to physical transformations and enhancements
188,0.1262,8793: themes related to romantic relationships and affairs,"1297:  C++ programming constructs, specifically related to namespaces and type definitions"
189,0.1262,1942:  rankings and positions of institutions or programs,8931:  restaurant reviews that mention food quality and dining experiences
190,0.1262,"185: scientific terms and concepts related to experiments, data analysis, and genetic diversity",14958: references to commercial activities and terms
191,0.1261,2217:  cooking-related terms and processes,15395: questions about programming or troubleshooting code
192,0.126,4244:  phrases related to capability and certain prepositions indicating relationships between concepts,10994: phrases related to verbal expressions of exit or departure
193,0.1259,13676: elements and structures in programming or code syntax,2107: references to emotional states and moral values
194,0.1259,9923: phrases related to improvements or advancements in methodology or technology,"2749: legal references, case citations, and procedural terminology"
195,0.1257,13046:  mathematical symbols and parameters related to equations and functions,14376: emphasis markers and formatting elements in documents
196,0.1257,6837: specific terms related to medical conditions and technical jargon,"11957: Java access modifiers, specifically ""public"" and ""protected"""
197,0.1256,11882: phrases indicating discomfort or distress,4072: references to law enforcement and police
198,0.1256,11875: logging and debugging commands in code,14958: references to commercial activities and terms
199,0.1255,7246: numerical totals and counts related to various subjects,9948:  concepts related to family mealtime and nutrition
200,0.1254,16336: terms related to medical procedures and diagnostics,15739: references to medical diagnosis and assessment processes
201,0.1254,9610: mathematical representations and descriptions of physical phenomena,8343: references to units of measurement and their properties
202,0.1252,13430: mathematical constructs and expressions,10788:  technical terms and parameters related to performance metrics
203,0.1252,7221: legal terminology and references,6613: keywords related to residential and urban development projects
204,0.1251,13027: references to specific speakers in a dialogue,11748: names and surnames of individuals related to family histories
205,0.1251,11638: elements related to HTML and coding syntax,12517: dialogues that include questions and responses about clarification or understanding
206,0.1251,12883: terms related to scientific and medical terminology,1898: phrases related to data restoration and retrieval in programming contexts
207,0.1251,1417: references to specific gene sequences and their corresponding classifications or codes,"7111: terms related to health, success, and professional development"
208,0.125,12401:  citations and references in scientific literature,8931:  restaurant reviews that mention food quality and dining experiences
209,0.1248,3751: unique symbols or special characters in the text,11891:  phrases that indicate doubt or questioning
210,0.1247,7857:  references to Los Angeles and its neighborhoods or notable locations,14376: emphasis markers and formatting elements in documents
211,0.1247,11987: references to various forms of monitoring and assessment processes in clinical or experimental settings,8366: technical terms and concepts related to data processing and computer architecture
212,0.1247,2180: technical terminology related to mechanisms and structures,16165: terms related to emergency preparedness and response
213,0.12445,2438: technical specifications and parameters related to hardware components,"9484: instances of the word ""press"" in various contexts"
214,0.1242,"4252:  references to the evaluation, validation, or targeting of certain subjects or concepts",9143: references and measurements related to frequency in various contexts
215,0.12415,2211: legal terms and phrases related to warranties and limitations,13337: expressions or phrases indicating uncertainty or potential missed opportunities
216,0.1237,16221: geographical and regional identifiers,"13206: structured data and programming constructs related to data processing and management, particularly in a coding or software development context"
217,0.1237,14001: phrases indicating the existence or presence of certain conditions or definitions,11370: the beginning of a document or passage
218,0.12335,"7261: references to financial opportunities, particularly concerning real estate and options trading",5168: phrases related to attempts and actions that express conditional situations
219,0.1233,7246: numerical totals and counts related to various subjects,7524: key terms related to competition and performance metrics
220,0.1231,1417: references to specific gene sequences and their corresponding classifications or codes,665: references to legal arguments and court proceedings
221,0.12305,14481: terms related to medical conditions affecting the lungs and their associated treatments,10553: references to military threats and potential risks involving individuals
222,0.12305,16240: elements related to waste management and material processing,1722:  phrases indicating physical locations or situations
223,0.123,3763: functions related to reshaping multidimensional arrays in programming,1261: reasons or justifications for actions or beliefs
224,0.1229,11940: suggestive language regarding interpretations and conclusions in scientific contexts,3495:  sentences or phrases with notable numerical or statistical information
225,0.1227,11568: mathematical equations and their components related to physical theories,3812: mathematical symbols and comparisons
226,0.12256,"4374: elements of humor, particularly dark and inappropriate humor",12170: specific business and economic terminology
227,0.12256,11616: information related to significant events or actions involving authorities or leaders,7949: references to individuals and their perceived failures or denials in various contexts
228,0.12244,13676: elements and structures in programming or code syntax,14625: code related to timing operations and exceptions
229,0.1224,3605: sections of text that contain any structured or numerical data,3005: references to academic articles and their corresponding digital object identifiers (DOIs)
230,0.12225,9857: dates and numerical values,11275:  default export statements in code
231,0.1221,8700: programming-related types and function definitions,11891:  phrases that indicate doubt or questioning
232,0.12195,15192: concepts related to faith and divine purpose,"1178: elements of mathematical notation or models, particularly those related to tuberculosis and statistical components"
233,0.1219,5475: instances of direct quotations or expressions,12937:  terms related to software licensing and redistribution
234,0.1219,1417: references to specific gene sequences and their corresponding classifications or codes,260: phrases and actions related to instructions and procedures
235,0.1219,10233:  JavaScript variable declarations and functions,8343: references to units of measurement and their properties
236,0.1217,15051: references to legal terms and concepts,1357: keywords related to legal and procedural contexts
237,0.12146,"4207: expressions of ""coolness"" or related positive attributes",10982: scientific terminologies related to vascular factors and biological systems
238,0.12146,5910: terms related to political entities and their interactions,"11957: Java access modifiers, specifically ""public"" and ""protected"""
239,0.12134,6504: phrases and contexts related to time and temporal references,"2491:  occurrences of the word ""function"" and its variants in coding contexts"
240,0.12134,15598: phrases related to decline or loss over time,9663: emotionally charged phrases relating to crowds and audience reactions
241,0.1213,14755: references to audio recording and management in programming contexts,12779: references to personal relationships and their complexities
242,0.1213,14956: legal terms and references to court proceedings,11078: phrases indicating the naming and classification of entities or concepts
243,0.1213,11281: expressions of disappointment and sadness,8956: references to judgment or decision-making processes
244,0.12103,10919: terminology related to measurements and experimental procedures in scientific contexts,2624: elements related to legal documents and formal submissions
245,0.1209,14264:  references to aspects of leadership and emotional intelligence,4989:  references to concepts or discussions surrounding NULL values and their implications in various contexts
246,0.1206,12244: personal experiences and reflections on challenges faced in various contexts,2158: dialogue or statements involving respect and interpersonal interactions
247,0.1202,1745: questions and mathematical operations involving problem-solving,7314:  punctuation marks such as quotation marks and apostrophes
248,0.1202,10961: specific nouns and identifiers related to medical conditions and environmental factors,791: references to figures and diagrams in the text
249,0.1201,4658: dates and specific events related to December,"5731: aspects related to competition among entities for binding interactions, particularly in biological contexts"
250,0.12006,3797:  questions and queries within the text,13100: information related to gaming
251,0.12,4362: phrases and expressions related to uncertainty and conditions in various contexts,11352: function calls and output statements in programming code
252,0.12,3205: mathematical symbols and notation related to equations,15395: questions about programming or troubleshooting code
253,0.11993,499: features and attributes related to product descriptions and specifications,6599:  sections of text that contain scientific or technical jargon related to genetics or molecular biology
254,0.1199,14272: numerical values and measurements related to counts or quantities in various contexts,791: references to figures and diagrams in the text
255,0.1199,7854: complex mathematical or scientific expressions and terminologies,"13374: technical terms and concepts related to physics or engineering, particularly those concerning magnetic fields and particle behavior"
256,0.11975,11499:  elements related to chart configuration and manipulation in code,9418:  strings related to financial terms and institutions
257,0.1197,3189: information related to social or political movements for equality and social justice,"9421: technical terms and constructs commonly used in programming and data manipulation, particularly related to data handling in statistical contexts"
258,0.11957,10919: terminology related to measurements and experimental procedures in scientific contexts,5024:  numerical patterns and sequences
259,0.11945,5490: actions related to searching or locating something,8956: references to judgment or decision-making processes
260,0.11945,"7718: terms related to economic principles, wealth distribution, and evidence-based assessments",7949: references to individuals and their perceived failures or denials in various contexts
261,0.11945,15167: URLs pointing to GitHub repositories or content,2263: terms related to scientific measurements and statistical analysis
262,0.1193,9807: specific responses and error messages in code,12982:  phrases and terms related to surveys and fragment classes in programming
263,0.11926,"11797: instances of the word ""example"" and related forms",5580: references to legal and financial procedures
264,0.1192,11568: mathematical equations and their components related to physical theories,8511:  themes related to isolation and loneliness
265,0.1191,6734:  discussions related to career development and job transitions,791: references to figures and diagrams in the text
266,0.119,59: code comments and documentation structures within programming code,1306: code snippets related to file operations and handling
267,0.1189,7246: numerical totals and counts related to various subjects,12779: references to personal relationships and their complexities
268,0.11847,7246: numerical totals and counts related to various subjects,14376: emphasis markers and formatting elements in documents
269,0.1184,11940: suggestive language regarding interpretations and conclusions in scientific contexts,1306: code snippets related to file operations and handling
270,0.11835,2211: legal terms and phrases related to warranties and limitations,11939:  phrases and terms related to medical and health-related conditions
271,0.1183,9807: specific responses and error messages in code,14615: evidence of personal experiences and interactions in narratives
272,0.1182,11094: references to scientific studies and their results,15600: comments related to code structure and organization
273,0.1181,4609: references to academic works and citation details,11891:  phrases that indicate doubt or questioning
274,0.11804,11047: references to defamation and abusive language,"11957: Java access modifiers, specifically ""public"" and ""protected"""
275,0.118,11616: information related to significant events or actions involving authorities or leaders,7171:  syntactic structures and programming language constructs involving parentheses and semicolons
276,0.118,4362: phrases and expressions related to uncertainty and conditions in various contexts,13504:  HTML and CSS code elements
277,0.118,3605: sections of text that contain any structured or numerical data,7748: code segments that involve object instantiation and assignments
278,0.118,13046:  mathematical symbols and parameters related to equations and functions,10438: biological processes and medical terminology related to diagnostics
279,0.11786,11748: names and surnames of individuals related to family histories,10919: terminology related to measurements and experimental procedures in scientific contexts
280,0.1178,8863: words related to various types of activities,"10990: references to specific software, technical terms, and business entities"
281,0.11755,4850:  terms related to usernames and authentication in code and configuration contexts,6613: keywords related to residential and urban development projects
282,0.1175,7748: code segments that involve object instantiation and assignments,14625: code related to timing operations and exceptions
283,0.1174,8736: terms related to legal proceedings and regulatory language,11891:  phrases that indicate doubt or questioning
284,0.1173,"14444: references to spiritual, philosophical, or scientific teachings and concepts",14625: code related to timing operations and exceptions
285,0.11725,11616: information related to significant events or actions involving authorities or leaders,7117: phrases indicating caution or recommendations to ensure certain actions are taken
286,0.1171,3887: terms related to medical or health-related statistics,11104: references to scientific papers and their citations
287,0.117,8559: content related to educational pathways and career planning,9640: mathematical symbols and expressions related to equations and functions
288,0.1169,"15560:  multiple segments of structured data, likely in a programming context",7185: measurement units related to length and volume
289,0.1168,"5731: aspects related to competition among entities for binding interactions, particularly in biological contexts",2151: dialogue and conversational phrases
290,0.11676,5339: references to artistic expressions or content,13889: technical terms related to scientific processes and methods
291,0.1167,"12236:  references to technical specifications or details in a context, especially relating to computing or scientific descriptions",8512: conjunctions and transitional phrases indicating contrast or exception
292,0.1165,4155: customer service-related interactions and responses,5168: phrases related to attempts and actions that express conditional situations
293,0.1165,4992: technical specifications and details about equipment or machinery,13337: expressions or phrases indicating uncertainty or potential missed opportunities
294,0.11646,9418:  strings related to financial terms and institutions,11499:  elements related to chart configuration and manipulation in code
295,0.11646,13676: elements and structures in programming or code syntax,81: references to regular expressions and their components in programming contexts
296,0.1164,3032: references to statistical analysis and methodologies,1710: phrases related to mathematical calculations or operations
297,0.1164,15598: phrases related to decline or loss over time,4343: terms related to medical or biological concepts
298,0.1164,2565: references to rural locations and related entities,13805: conditional phrases or questions
299,0.1163,10552:  phrases related to test case creation and modification,13899: connections and relationships within complex discussions or narratives
300,0.1163,"1872:  occurrences of the word ""cancel"" and its variations",5962: technical terms and concepts related to genetics and biological processes
