,OV Circuit Value,Value Feature,Output Feature
84,0.1179,13323: terms related to scientific evaluation and analysis,9638: references to congenital medical conditions and their implications
85,0.1169,8787:  references to fluid dynamics or methods involving fluid treatment,7143: elements related to scientific notation or formatting in mathematical or technical contexts
86,0.1168,8846: terms related to affordability and value for money,10472:  core values and principles that shape organizational philosophy
87,0.1165,1431: terms related to theatre and cinematic performances,13267:  logging statements related to events and their severity in code
88,0.1162,8437: data references and statistics related to biological experiments,14104: pieces of text signaling the beginning or end of sections and some specific references
89,-0.1154,8437: data references and statistics related to biological experiments,"3839: complex relationships in texts, particularly phrases that indicate understanding or connections between ideas"
90,0.115,11638: elements related to HTML and coding syntax,12381:  elements related to technical terminology
91,-0.11456,"11671: terms related to statistical parameters and coefficients, particularly in the context of regression analysis",14631:  terms related to procedural steps and algorithms
92,0.114,8846: terms related to affordability and value for money,14631:  terms related to procedural steps and algorithms
93,0.11395,2158: dialogue or statements involving respect and interpersonal interactions,4441:  file paths and user directory information
94,0.11383,15598: phrases related to decline or loss over time,8127: references to popular culture and entertainment along with notable characters and events
95,0.1138,9610: mathematical representations and descriptions of physical phenomena,10504: modal verbs indicating ability or permission
96,-0.1135,9681: historical references related to laws and legal cases,14104: pieces of text signaling the beginning or end of sections and some specific references
97,0.11346,4225: references to infinity and infinite constructs in mathematical contexts,7534:  statistical terms and results commonly found in scientific research studies
98,0.1134,9681: historical references related to laws and legal cases,"3839: complex relationships in texts, particularly phrases that indicate understanding or connections between ideas"
99,0.1132,9883:  concepts and ideas related to visions and plans,4370: special formatting characters or symbols
100,-0.11273,3840: commands and functions related to file and directory operations in programming,8017:  legal terms related to warranties and liability
101,-0.11255,1522: terms related to population dynamics and genetic variation,13704:  structured data related to financial or algorithmic contexts
102,0.11255,10665: references to countries and their relations or statistics,15053: dates and temporal references
103,0.1125,12198: discussions around access and provisions in contexts of support or rights,12877: references to psychological or emotional states and their implications
104,0.1124,8931:  restaurant reviews that mention food quality and dining experiences,15275: terms related to comparisons and evaluations of technology or products
105,0.1123,5024:  numerical patterns and sequences,8999: elements related to nutritional deficiencies and public health issues
106,0.1121,10378: configuration-related terminology and file loading processes,4040: references to injuries and accidents
107,-0.112,8931:  restaurant reviews that mention food quality and dining experiences,15297: numerical values and mathematical signs
108,0.1119,15703:  discourse on societal critiques and beliefs about morality,1599:  phrases related to actions or activities involving organization or systems
109,-0.11176,13465:  log messages and system output related to debugging or build processes,12539: phrases related to awards and recognitions in various fields
110,-0.1116,10624: the beginning of textual segments,9826: mathematical expressions and notation
111,-0.1116,7507: numerical data and references related to statistics and measurements,6954: references to boys and masculinity
112,0.1116,12586: terms related to racial identity and mixed heritage,3648: the start of structured text or documents
113,0.1109,11585: programming functions and methods within code,10580: legal terms and phrases related to liability and negligence
114,-0.1108,"13374: technical terms and concepts related to physics or engineering, particularly those concerning magnetic fields and particle behavior",10054: terms related to sponges and their biological processes
115,0.11066,"11671: terms related to statistical parameters and coefficients, particularly in the context of regression analysis",6733: details related to room features and rental conditions
116,0.1104,12883: terms related to scientific and medical terminology,5108: elements related to authority and decision-making
117,0.1104,10127: code structures related to conditional checks and data handling,1703: negative numeric values related to scores or statistics
118,0.1104,2232:  instructions related to bug tracking and documentation,"1778: text that discusses communication and discourse, particularly in relation to therapy, documentation, and legal contexts"
119,0.11035,11081: information about music bands and their members,8017:  legal terms related to warranties and liability
120,-0.1103,10788:  technical terms and parameters related to performance metrics,16109: phrases that express opinion or perspective
121,0.11017,11668: phrases related to exploration and discovery,8674: connections related to transportation and travel
122,0.11,10788:  technical terms and parameters related to performance metrics,5534:  LaTeX formatting commands and syntax used in scientific documents
123,0.1099,"12616: phrases related to processes, particularly those involving setup and initialization in technical contexts",3361: specific legal terms and phrases related to crime and courtroom proceedings
124,0.10986,"9932: functions and events related to programming, particularly those involving event handling and listener methods",14631:  terms related to procedural steps and algorithms
125,0.10974,6052: object properties and their associated methods in programming contexts,6954: references to boys and masculinity
126,0.1095,13805: conditional phrases or questions,16109: phrases that express opinion or perspective
127,0.10925,2474: instructions and guidelines for professional etiquette,7863: terms related to medical and technical processes
128,-0.1091,13805: conditional phrases or questions,5534:  LaTeX formatting commands and syntax used in scientific documents
129,0.1089,9006: elements related to data structure definitions and data formatting specifications,573:  descriptions and factors related to mechanical systems and their performance
130,-0.1087,7494: quoted speech or dialogue in the text,9043:  references to weather and related phenomena
131,0.1085,7332:  programming-related syntax and keywords,14957: legal terminology and concepts related to medical conditions and their implications in legal contexts
132,-0.1084,"13018: specific keywords or titles indicative of various subjects and contexts, such as live events, organizations, and technical processes",2993: phrases related to regulatory compliance and consequences for breaking rules
133,0.1084,915: keywords and classifications in academic or technical documents,"6205:  phrases related to protests, violence, and social unrest"
134,0.1082,"8997: terms related to medical studies and conditions, particularly focusing on community-acquired pneumonia and related demographics",13610:  commands and function calls related to updating and managing data
135,-0.1082,14781: elements related to user interaction and token verification in a digital workspace,14631:  terms related to procedural steps and algorithms
136,-0.1082,16287: terms related to quantification and measurement in various contexts,16190: 
137,-0.10815,7314:  punctuation marks such as quotation marks and apostrophes,15275: terms related to comparisons and evaluations of technology or products
138,-0.10803,8092: legal cases and references to court proceedings,10580: legal terms and phrases related to liability and negligence
139,0.10803,7314:  punctuation marks such as quotation marks and apostrophes,15297: numerical values and mathematical signs
140,-0.108,1868: technical terminology and references related to organizations or specific fields,7143: elements related to scientific notation or formatting in mathematical or technical contexts
141,0.1076,"6299: technical terms related to computing, data, and artificial intelligence",15238: specific scientific and medical terms and their relationships
142,0.1071,6560: quantitative data or metrics related to experimental procedures,2073:  numerical data and statistics related to measurements
143,-0.10675,"9932: functions and events related to programming, particularly those involving event handling and listener methods",6733: details related to room features and rental conditions
144,0.1067,7507: numerical data and references related to statistics and measurements,15278: keywords related to job postings in the healthcare field
145,0.1065,8689:  aspects related to caregiving and motherhood,8278: descriptions of durability and resistance in products or materials
146,-0.1063,5755:  references to controversial political figures and their actions,12125:  expressions related to positive sentiment and support for social initiatives
147,0.10626,12011:  sequences of numerical data or statistics,3413:  locations and contextual settings related to events or actions
148,0.1062,1298:  terms associated with downward movement or direction,3221: phrases related to requests for information or materials
149,0.106,1860: scenes involving physical positioning and interactions between characters,3873: structured legal text indicating court cases and administrative procedures
150,0.1057,12210: descriptions of plant species and their characteristics,2163: tokens representing a significant amount of information or data points with high relevance
151,0.10565,8285: terms related to currency and economic frameworks,10800:  different forms and instances of expressions or terms
152,-0.10565,8846: terms related to affordability and value for money,6733: details related to room features and rental conditions
153,0.1056,24:  code structures related to function declarations and definitions,"14827:  numerical data, particularly in structured formats or sequences"
154,0.1055,6131: technical terminology and concepts related to drug resistance and pharmacological studies,4035:  references to coding structure and programming elements
155,0.1054,14781: elements related to user interaction and token verification in a digital workspace,6733: details related to room features and rental conditions
156,-0.10486,6052: object properties and their associated methods in programming contexts,15278: keywords related to job postings in the healthcare field
157,0.1045,"4903: information related to sizes and measurements, particularly in the context of products or items fitting specific criteria",8659: phrases that indicate necessity or requirements in various contexts
158,0.10443,12489: elements related to mathematical and statistical models,8591:  programming constructs and control flow elements
159,0.10425,682: elements and attributes related to web development,7143: elements related to scientific notation or formatting in mathematical or technical contexts
160,-0.10425,1868: technical terminology and references related to organizations or specific fields,9316: elements related to food markets and dining options
161,0.10406,6644: variable assignments and declarations in programming code,"14226:  programming-related terms, particularly those associated with templates, internal structures, and detailed implementation aspects"
162,-0.104,14947: references to specific combat sports events or match details,12877: references to psychological or emotional states and their implications
163,0.1039,15462: references to Italy and Italian culture,9826: mathematical expressions and notation
164,0.1038,1442: terms related to security and analyses in data contexts,4208: terms related to medical assessments and conditions
165,0.1037,16287: terms related to quantification and measurement in various contexts,13704:  structured data related to financial or algorithmic contexts
166,0.1037,14656:  references to HTML and JavaScript coding elements,7717: phrases related to training and education processes
167,0.1034,10098:  mathematical symbols and formulae related to variables and functions,10457: strings or representations of date and time
168,0.10333,5755:  references to controversial political figures and their actions,12459: phrases and terms related to common techniques and standards in various fields
169,0.1029,3386: questions related to identity or people,4120:  context related to changes and conflicts in community settings
170,0.1025,"13374: technical terms and concepts related to physics or engineering, particularly those concerning magnetic fields and particle behavior",6895:  phrases related to requests or inquiries for assistance
171,0.1025,14179: phrases that convey significant accomplishments and innovative contributions within various fields,4370: special formatting characters or symbols
172,0.10236,10388: references or citations related to scientific theories or frameworks,2732: terms related to education and various forms of assessment or integration of systems
173,0.10205,8767:  concepts related to environmental sustainability and privacy in data handling,9316: elements related to food markets and dining options
174,-0.102,"8881: terms related to medical treatments and studies, particularly in clinical contexts",8127: references to popular culture and entertainment along with notable characters and events
175,0.1018,14656:  references to HTML and JavaScript coding elements,12877: references to psychological or emotional states and their implications
176,0.1016,13279: information related to historical events and important dates,14147:  code structures and syntax elements typical in programming languages
177,0.1016,14960: technical terms and functions related to event handling and debugging in programming contexts,126: keywords related to kidney health and creatinine levels
178,0.1016,9253: references to ropes and their associated actions or conditions,14746: method definitions and initializations within class structures
179,-0.1016,"14770:  occurrences of the word ""Times.""",7143: elements related to scientific notation or formatting in mathematical or technical contexts
180,0.10156,353: terms related to health conditions and biological processes,361: numerical data and measurements related to experiments
181,0.10156,9309: elements related to political processes and campaign activities,3263:  phrases discussing the benefits and advantages of choices or actions
182,0.10144,14756:  structured data or numerical patterns,13610:  commands and function calls related to updating and managing data
183,-0.1014,9964: email addresses and associated contact information,3873: structured legal text indicating court cases and administrative procedures
184,0.10126,5815:  numerical or tabular data relevant to various contexts,27: technical terms and concepts related to object-role modeling and database queries
185,0.10114,1522: terms related to population dynamics and genetic variation,16109: phrases that express opinion or perspective
186,0.10114,4843: future aspirations and plans related to personal goals and achievements,15547:  references to sports injuries and recovery factors
187,0.101,4223: phrases related to family relationships and their dynamics,2073:  numerical data and statistics related to measurements
188,0.1008,"15287:  instances of the verb ""is"" in various forms and contexts","968: phrases expressing desire, rights, and beliefs about fairness and justice"
189,-0.10065,1522: terms related to population dynamics and genetic variation,5534:  LaTeX formatting commands and syntax used in scientific documents
190,-0.10046,11496: words related to product specifications and warnings,3361: specific legal terms and phrases related to crime and courtroom proceedings
191,-0.1002,16377: ,13370: references to scientific studies and their methodologies
192,0.09985,"4903: information related to sizes and measurements, particularly in the context of products or items fitting specific criteria",4208: terms related to medical assessments and conditions
193,-0.0998,6279:  XML or attribute definitions related to Android app development,2732: terms related to education and various forms of assessment or integration of systems
194,0.09973,10098:  mathematical symbols and formulae related to variables and functions,3221: phrases related to requests for information or materials
195,0.09955,10295:  elements of code related to object properties and methods,16128: actions related to returning or emerging from a location
196,-0.0995,14622: expressions of personal opinions and feelings,11652:  references to monetary transactions or expenditures
197,0.0995,11086: names of actors and their corresponding roles in films,4775: terms related to biological traits and adaptations for survival
198,0.0995,13341: terms related to quality and its measurement,12877: references to psychological or emotional states and their implications
199,0.0995,146: quoted speech or dialogue in the text,15988: instances of comparative terms and numerical values
200,0.0994,11767: distinct introductory or transition phrases and markers in various contexts,1780: references to specific biochemical molecules and compounds
201,-0.0992,5815:  numerical or tabular data relevant to various contexts,11639:  mathematical operations and programming constructs related to vector calculations
202,0.0991,1745: questions and mathematical operations involving problem-solving,2732: terms related to education and various forms of assessment or integration of systems
203,0.09906,8767:  concepts related to environmental sustainability and privacy in data handling,7143: elements related to scientific notation or formatting in mathematical or technical contexts
204,0.09906,13357: references to Asia and its geopolitical significance,14864: relationships between elements or components
205,0.099,14376: emphasis markers and formatting elements in documents,4747:  mathematical inequalities and expressions involving limits
206,0.09894,"5160: references to mathematical or statistical concepts, particularly involving operations or functions",13267:  logging statements related to events and their severity in code
207,0.09894,7221: legal terminology and references,7275: specific terms and phrases related to photosensitive materials and their applications in various contexts
208,0.0988,1456:  references to specific event categories or meetings,11584: C++ template syntax and associated structures
209,0.0988,7613: references and mentions of documents or documentation,8079:  mathematical operations involving factors and multiples
210,0.09875,16336: terms related to medical procedures and diagnostics,3115: instances of object or variable declarations in programming code
211,0.0987,12610: words related to performance or achievement metrics,6472: mathematical expressions and terms related to equations and fluid dynamics
212,0.0987,7032: legal terminology and references related to court rulings and opinions,11659: references to fashion items and their attributes
213,0.09863,5151:  references to competitive cooking events and challenges,8278: descriptions of durability and resistance in products or materials
214,-0.0985,9395: phrases related to strategic planning and development,938:  words and phrases related to political dynamics and characteristics
215,0.0985,4967: present tense verbs related to finding and adjusting personal preferences,4370: special formatting characters or symbols
216,0.0983,"12236:  references to technical specifications or details in a context, especially relating to computing or scientific descriptions",14385:  terms related to stress and its effects
217,0.0982,15097: references to demographic shifts and voting patterns among different groups,16041:  formatting or structural elements in the text
218,0.0982,3199: references to specific biological or medical terms and their classifications,9583:  references to programming libraries or frameworks
219,0.09814,10842: metadata or programming-related keywords,15425: memory management operations in programming
220,0.0981,10559: instances of scheduling and making appointments,9476: symbolic representations of values and their associations in mathematical or statistical contexts
221,0.098,8888:  HTML or XML tags,5932:  concepts related to long-term outcomes and investments
222,0.09796,12662: references to South Africans and their cultural contexts,8396:  statements or comments from organizations or officials regarding specific issues
223,-0.0979,15097: references to demographic shifts and voting patterns among different groups,11782:  phrases related to comparisons and relationships
224,0.09784,8700: programming-related types and function definitions,7430: references to events and venues related to performances or gatherings
225,0.0978,13605: terms related to protein identification and classification in biological contexts,3779: abbreviations or acronyms related to technical terms or classifications
226,0.0975,10098:  mathematical symbols and formulae related to variables and functions,10870:  phrases related to urgent actions or emergencies
227,0.0975,7221: legal terminology and references,3799: concepts related to rituals and offerings in spiritual or religious contexts
228,0.0975,821:  annotations and keywords related to dependency injection and configuration in programming,9638: references to congenital medical conditions and their implications
229,0.0973,6980: conversational phrases expressing uncertainty or asking rhetorical questions,11077: financial and resource allocation terms related to funding and subsidies
230,0.097,14183: terms related to immune response mechanisms and signaling pathways,9949:  instances of lists or enumerations
231,0.0969,"9932: functions and events related to programming, particularly those involving event handling and listener methods",6981: references to political figures and events
232,0.09686,"2086:  links and references, particularly URLs and file formats related to academic or technical documents",10836: references to methods or strategies related to evaluation and justification in different contexts
233,0.0968,11104: references to scientific papers and their citations,6299:  numerical data related to population statistics and class sizes
234,0.0968,12332: phrases emphasizing the importance of preventive care and caution regarding excess in various contexts,11072:  phrases related to critiques and evaluations
235,0.09656,1405: expressions of time and urgency,13416:  statistical terms that indicate variations or changes in data
236,0.0965,938:  import statements and module references in code,11782:  phrases related to comparisons and relationships
237,0.09644,14733: concepts related to deficiencies and shortcomings in processes or implementations,5828:  statements about decision-making and personal choices
238,0.0964,10719: content that contains visual or graphical elements,5567: phrases related to troubleshooting and assistance in technical contexts
239,-0.0964,938:  import statements and module references in code,16041:  formatting or structural elements in the text
240,0.09625,6738: references to patents or patent-related terms,11786: phrases that describe the composition or structure of something
241,0.09625,6922: words and phrases related to segmentation and classification,2732: terms related to education and various forms of assessment or integration of systems
242,0.0962,14338: references to political conflict and accusations,6829: highly structured mathematical expressions or symbols
243,0.0961,14612: elements related to data structure definitions in coding or markup languages,13267:  logging statements related to events and their severity in code
244,0.09595,9466: discussions about personal experiences and emotional struggles,4370: special formatting characters or symbols
245,-0.09595,8813: references to spray drying processes and associated materials,2085: assertive statements and qualifiers in discourse
246,0.09595,12244: personal experiences and reflections on challenges faced in various contexts,14253:  sections of text that involve categorization or formatting in documents
247,0.0959,2869: elements related to film production and technical aspects of filmmaking,7143: elements related to scientific notation or formatting in mathematical or technical contexts
248,0.0959,11593: references to social interactions or engagements,7246:  numeric data and statistical measurements
249,0.0958,7344:  relationships between keywords and their attributes,11284: terms related to mucus and its properties
250,-0.09576,6052: object properties and their associated methods in programming contexts,"10626: terms related to classification, specifications, and specific attributes"
251,0.0956,"2951: references to lineage and classifications, particularly in a biological and genetic context",14770: co-occurring conjunctions and their usage in lists or comparisons
252,-0.0955,"9932: functions and events related to programming, particularly those involving event handling and listener methods",7095: phrases or terms related to authority figures and their actions
253,0.0955,8010: references to characters and events related to toys and childhood adventures,15425: memory management operations in programming
254,0.09546,"3954: terms related to ""background"" in various contexts",16039:  references to assigned roles or responsibilities in a structured environment
255,0.09546,16306: references to temperature and temperature-related concepts,12210:  structural elements and syntax in programming or markup languages
256,-0.0954,9395: phrases related to strategic planning and development,6437: specific architectural elements and details of buildings
257,0.09534,"16024: terms related to technical processes and manipulations, particularly in programming and data management",5108: elements related to authority and decision-making
258,0.0953,6052: object properties and their associated methods in programming contexts,"7478: code structure elements, such as class declarations and method definitions"
259,-0.0953,12298: scientific or academic terminology and references,13026: quoted names or titles
260,-0.09515,16287: terms related to quantification and measurement in various contexts,16109: phrases that express opinion or perspective
261,0.0948,16287: terms related to quantification and measurement in various contexts,5534:  LaTeX formatting commands and syntax used in scientific documents
262,-0.09467,6955: informal and vague references to miscellaneous items or concepts,"968: phrases expressing desire, rights, and beliefs about fairness and justice"
263,0.0945,7507: numerical data and references related to statistics and measurements,"10626: terms related to classification, specifications, and specific attributes"
264,0.0942,15601: code elements related to models and data structures in programming,7368:  scientific terms and concepts related to mathematical and physical modeling
265,0.0941,6749: references to influential leaders and their historical actions,13282: references to specific legal rules or articles
266,0.0937,"9421: technical terms and constructs commonly used in programming and data manipulation, particularly related to data handling in statistical contexts",2254: references to contact information
267,0.0936,1023: comma-separated lists or sequences of items,7269: references to anniversaries and significant celebrations
268,0.0936,"13018: specific keywords or titles indicative of various subjects and contexts, such as live events, organizations, and technical processes",5071:  phrases related to food and diet considerations
269,-0.09357,7507: numerical data and references related to statistics and measurements,"7478: code structure elements, such as class declarations and method definitions"
270,0.09344,6326:  data structure definitions and memory allocation patterns in code,2923: repeated sequences of underscores or whitespace characters
271,0.09344,"5945:  numerical parameters or attributes, particularly those related to maximum and minimum values",13026: quoted names or titles
272,0.09326,6504: phrases and contexts related to time and temporal references,"9519: the verb ""is"" in various contexts"
273,0.09314,12922: elements related to programming structures and functions for manipulating data,13065:  terms related to classification and management processes
274,0.0931,7075: phrases that emphasize concentration and attention,14261: terms related to competitive sports events and performances
275,-0.09296,12198: discussions around access and provisions in contexts of support or rights,7408: terms related to scheduling and automation in programming contexts
276,0.0929,12883: terms related to scientific and medical terminology,15425: memory management operations in programming
277,-0.09283,14781: elements related to user interaction and token verification in a digital workspace,6981: references to political figures and events
278,0.0928,14376: emphasis markers and formatting elements in documents,"1221: specific terms related to scientific processes, technology, and related terminologies"
279,0.0928,10842: metadata or programming-related keywords,5108: elements related to authority and decision-making
280,0.0927,218: terms related to algorithms and their implementations,6999:  scientific terms and concepts related to cellular and molecular biology
281,0.0927,6955: informal and vague references to miscellaneous items or concepts,2085: assertive statements and qualifiers in discourse
282,0.0926,11275:  default export statements in code,4370: special formatting characters or symbols
283,0.09247,5815:  numerical or tabular data relevant to various contexts,14952:  punctuation marks and formatting elements in the text
284,0.0924,14865: references to legal and legislative concepts,"12564: concepts related to film and storytelling, particularly focusing on themes of sacrifice, humanity, and emotional depth"
285,0.0923,1287:  URLs and web links,6999:  scientific terms and concepts related to cellular and molecular biology
286,-0.0922,"8881: terms related to medical treatments and studies, particularly in clinical contexts","2937: phrases related to consequences, impacts, and economic considerations"
287,-0.09216,5815:  numerical or tabular data relevant to various contexts,3009: pronouns and their contextual implications
288,-0.09216,1023: comma-separated lists or sequences of items,10612: technical terms and processes in scientific or mathematical contexts
289,0.0921,7360: elements related to function and method definitions,14147:  code structures and syntax elements typical in programming languages
290,0.092,"10987:  expressions of compassion and empathy towards vulnerable groups, particularly refugees",10236: quantitative data and statistical analysis in a scientific context
291,0.09186,2927: verbs that indicate capability or possibility,15295:  technical terms and measurements related to computational algorithms and systems
292,0.0918,14781: elements related to user interaction and token verification in a digital workspace,7095: phrases or terms related to authority figures and their actions
293,0.0918,"13795: elements related to food, service quality, and restaurant ambiance",13951:  ellipses or indicators of omissions in text
294,0.09174,"15427: references to the word ""Bo"" or variations of it, including its usage in names and products","11614: specific names or identifiers, likely related to individuals"
