,QK Circuit Value,Key Feature,Query Feature
201,0.254,11299: legal terms and references related to petitions and administrative processes,8848:  numerical data and statistics
202,0.2537,"4618: references to time, specifically the concept of ""year"" and its variants",5109: terms related to stem cell research and differentiation processes
203,0.2534,8648: punctuation marks and parentheses,9127: words or phrases that describe strength or capability
204,0.2527,"1570: references to family relationships and connections, particularly in the context of death",8571:  the presence of temporal expressions indicating current relevance or urgency
205,0.251,2918: phrases expressing opinions or arguments regarding political issues,3673: terms and phrases related to reproductive health and fertility
206,0.2505,6115: quantitative assessments or measurements related to temperature or degrees,1371: distinct pieces of punctuation and sentence endings
207,0.2505,7850: descriptive features and specifications related to audio equipment,8003: sentences that express opinions or reflections on societal issues
208,0.2496,9567: instances of common nouns and phrases related to food and dining contexts,8003: sentences that express opinions or reflections on societal issues
209,0.2491,"15093: metadata, including author names and creation dates in a document",8251: references related to social roles and representation
210,0.2485,3673: terms and phrases related to reproductive health and fertility,4102:  code-related keywords
211,0.2482,9127: words or phrases that describe strength or capability,3598: terms associated with technical specifications and measurements
212,0.2474,16025: opinions and expressions of personal beliefs,6068:  numerical changes or differences in values related to measurements
213,0.2473,13025: technical terms related to Java servlets and RESTful web services,3673: terms and phrases related to reproductive health and fertility
214,0.2473,16025: opinions and expressions of personal beliefs,9067:  references to specific statistics or numerical data
215,0.247,14209: the beginning of new sections or paragraphs in a document,2675: statements about the presence or existence of various options or benefits
216,0.2468,1987:  questions and lists related to information retrieval,406: issues related to functionality and errors in programming or web development
217,0.2463,5549: statistical numbers and numerical data related to measurements,15108:  concepts and discussions related to health care policies and decision-making processes
218,0.2461,3673: terms and phrases related to reproductive health and fertility,7833: terms related to environmentally friendly concepts and components
219,0.2458,14628:  phrases and words related to presentation or conveying information,8003: sentences that express opinions or reflections on societal issues
220,0.2449,13106: references to criminal activity and legal proceedings,1480: legal terminology related to parental rights and citizenship
221,0.2449,11444: email addresses or domains related to electronic communication,8848:  numerical data and statistics
222,0.2448,3673: terms and phrases related to reproductive health and fertility,3598: terms associated with technical specifications and measurements
223,0.2445,14230: terms related to restoration and recovery,"1846: the preposition ""on"" in various contexts"
224,0.2445,14230: terms related to restoration and recovery,3897: phrases relating to groups of individuals and their characteristics
225,0.2443,3598: terms associated with technical specifications and measurements,3261: questions related to personal experiences and advice
226,0.244,16135: references to null or nonexistent values in programming contexts,3673: terms and phrases related to reproductive health and fertility
227,0.2439,"9818:  occurrences of the term ""Exception"" and related error handling keywords",3598: terms associated with technical specifications and measurements
228,0.2438,"6601:  the presence of markup or structural elements in programming or technical contexts, such as special characters or formatting indicators",691: names of people and their associations
229,0.2433,406: issues related to functionality and errors in programming or web development,16135: references to null or nonexistent values in programming contexts
230,0.2429,6325: sections of the document that contain numerical values or references to data,8848:  numerical data and statistics
231,0.2424,16025: opinions and expressions of personal beliefs,1369: descriptive terms related to horror and extreme negative experiences
232,0.2421,12905:  terms related to computational concepts and scientific terminology,12028: terms related to energy efficiency and the operation of air conditioning systems
233,0.2415,3366: mentions of celebrities and notable figures,8251: references related to social roles and representation
234,0.2415,8251: references related to social roles and representation,6446: financial terms and concepts related to taxes and accounting
235,0.241,2423: numeric values and concepts related to economic data,8251: references related to social roles and representation
236,0.2408,8848:  numerical data and statistics,8129:  mentions of Canada and its regions
237,0.2407,212: elements related to research proposals and scientific inquiry,2214:  opening curly braces
238,0.2406,4230: terms related to weddings and marriage ceremonies,1224:  direct speech or quotations within a text
239,0.2401,573: references to personal experiences and perceptions,"5176: terms and phrases related to computing, data processing, and technology"
240,0.2401,9453: neural network activations that reflect mathematical or scientific data without context,4232: medical conditions and associated statistics
241,0.2394,16135: references to null or nonexistent values in programming contexts,406: issues related to functionality and errors in programming or web development
242,0.2394,4232: medical conditions and associated statistics,3598: terms associated with technical specifications and measurements
243,0.239,4487: scheduled events and their timings,406: issues related to functionality and errors in programming or web development
244,0.2385,12261: phrases that express disbelief or the need for validation of information,6409: conditional statements and expressions of uncertainty or potential outcomes
245,0.2377,1369: descriptive terms related to horror and extreme negative experiences,6446: financial terms and concepts related to taxes and accounting
246,0.2373,5549: statistical numbers and numerical data related to measurements,16238:  phrases related to structures and mechanisms in technology and science
247,0.2373,8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts,12937:  terms related to software licensing and redistribution
248,0.2372,"6601:  the presence of markup or structural elements in programming or technical contexts, such as special characters or formatting indicators",13634:  mathematical expressions and technical details
249,0.2372,7008: punctuation marks and commas in the text,16025: opinions and expressions of personal beliefs
250,0.2367,"4594: terms related to technology and infrastructure, particularly focusing on hardware, reliability, security, and associated costs",15801: references to authors or researchers in academic citations
251,0.2367,8251: references related to social roles and representation,14523: references to seating and spots in various contexts
252,0.2366,3598: terms associated with technical specifications and measurements,573: references to personal experiences and perceptions
253,0.2365,8251: references related to social roles and representation,"5829:  punctuation marks, particularly periods and parentheses, signaling the end of statements or clauses"
254,0.2363,15108:  concepts and discussions related to health care policies and decision-making processes,2352: mentions of specific individuals and organizations involved in political or legal contexts
255,0.2354,3673: terms and phrases related to reproductive health and fertility,6611: references to various forms of media and their creators
256,0.2349,14108: evidence of political events and significant dates,16025: opinions and expressions of personal beliefs
257,0.2346,16025: opinions and expressions of personal beliefs,14108: evidence of political events and significant dates
258,0.2344,3523: references to leadership and personal connections within a narrative context,8848:  numerical data and statistics
259,0.234,"9818:  occurrences of the term ""Exception"" and related error handling keywords","11236:  code-related operations, particularly those involving function calls and return statements"
260,0.2339,10729: conjunctions and transitional phrases that indicate contrasts or relationships between ideas,12890: phrases indicating quantities or relationships in data
261,0.2323,13762: technical programming and markup language syntax,9257: mathematical and scientific terminology related to receptor functions and signaling pathways
262,0.2323,8503: elements related to market dynamics and communication,1480: legal terminology related to parental rights and citizenship
263,0.2319,4230: terms related to weddings and marriage ceremonies,11679: statements and beliefs indicating a sense of uncertainty or questioning
264,0.2318,8311:  numerical values and their relationships,7291: code snippets and instructions related to data handling and query execution
265,0.2316,5549: statistical numbers and numerical data related to measurements,5112: prominent numerical values and their relationships within the text
266,0.2316,4145: XML namespace declarations,8251: references related to social roles and representation
267,0.2314,"9818:  occurrences of the term ""Exception"" and related error handling keywords",15421: function definitions and event handlers in code
268,0.2314,"10168:  the presence of the name ""Don""",4232: medical conditions and associated statistics
269,0.2313,4232: medical conditions and associated statistics,1480: legal terminology related to parental rights and citizenship
270,0.2312,10784:  URLs or content related to web addresses,2989: statistical significance indicators in research findings
271,0.2312,8251: references related to social roles and representation,3261: questions related to personal experiences and advice
272,0.2308,14348: escape characters and line breaks in code-related contexts,"1846: the preposition ""on"" in various contexts"
273,0.2306,13975: distinctive or important identifiers in a dataset,10012: numerical values or statistics related to data analysis
274,0.2306,10753: references to construction activities and related terminology,5549: statistical numbers and numerical data related to measurements
275,0.2305,13975: distinctive or important identifiers in a dataset,15607: legal terms and references related to courtroom procedures and rights
276,0.2303,"9847:  biological classification terms, specifically related to species, particularly within certain genera","321: mathematical symbols and references to scientific notation, particularly involving complex variables and relations in research contexts"
277,0.2301,"4618: references to time, specifically the concept of ""year"" and its variants",15108:  concepts and discussions related to health care policies and decision-making processes
278,0.2301,5677: references to actions or decisions related to judgments or assessments,8003: sentences that express opinions or reflections on societal issues
279,0.23,16025: opinions and expressions of personal beliefs,11468: full stops or periods
280,0.2295,10784:  URLs or content related to web addresses,6304: legal terminology and concepts related to discrimination and harassment cases
281,0.2295,3261: questions related to personal experiences and advice,4232: medical conditions and associated statistics
282,0.2295,1987:  questions and lists related to information retrieval,3673: terms and phrases related to reproductive health and fertility
283,0.2294,11425: mathematical expressions and notation,62: responses related to customer feedback or inquiries
284,0.2291,10902: trending topics related to technology and apps in media,4232: medical conditions and associated statistics
285,0.2286,14059: date-related information and numerical data,3598: terms associated with technical specifications and measurements
286,0.2285,1909: references to support and fundraising activities related to dementia research,3673: terms and phrases related to reproductive health and fertility
287,0.2277,11702: terms indicating global reach and international presence,11243:  punctuation marks and other non-word tokens
288,0.2277,15825: terms related to destruction or damaging actions,3897: phrases relating to groups of individuals and their characteristics
289,0.2275,2989: statistical significance indicators in research findings,10619: references to individuals or entities that are part of a group or organization
290,0.2274,998: elements related to React component structures and their properties,5549: statistical numbers and numerical data related to measurements
291,0.2274,15994:  terms related to binding actions or processes,3598: terms associated with technical specifications and measurements
292,0.2274,5549: statistical numbers and numerical data related to measurements,12302:  comparisons or checks for inequality in code
293,0.2274,2989: statistical significance indicators in research findings,5109: terms related to stem cell research and differentiation processes
294,0.2272,13025: technical terms related to Java servlets and RESTful web services,406: issues related to functionality and errors in programming or web development
295,0.2268,6467: terms related to medical descriptions and conditions,14005: references to scientific research and studies
296,0.2266,8848:  numerical data and statistics,8940:  phrases that indicate statements of value or personal opinion
297,0.2264,13020: punctuation marks in the context of the document,9101: terms related to scientific measurements and wavelengths in relation to the atmosphere
298,0.2264,15108:  concepts and discussions related to health care policies and decision-making processes,8680:  references to mental health issues and their impacts
299,0.2258,5112: prominent numerical values and their relationships within the text,2989: statistical significance indicators in research findings
300,0.2257,1909: references to support and fundraising activities related to dementia research,406: issues related to functionality and errors in programming or web development
