,OV Circuit Value,Value Feature,Output Feature
79,-0.796,12917: phrases related to admiration and obsession,14867: questions and uncertainties regarding specific details or subjects
80,0.79,4123:  phrases related to judicial or legal processes and their outcomes,9555: names of places or historical terms related to specific geographic locations
81,0.789,13701: information related to immune system interactions and their implications in various medical contexts,3037:  punctuations and their frequency in text
82,-0.786,8636: references to ages and dates of birth or death,227:  specific technical terms and attributes related to code structure and programming concepts
83,-0.786,"8514: sentences that discuss societal issues and personal challenges, particularly those pertaining to family dynamics and parenting",4186: reported speech or statements made by individuals
84,-0.782,4123:  phrases related to judicial or legal processes and their outcomes,10080:  specific tokens or code structures in the text
85,-0.781,14955: information related to ticket pricing and event details,3037:  punctuations and their frequency in text
86,-0.7783,14961: references to religious texts and their interpretations,306:  expressions of gratitude and formal acknowledgments
87,-0.7773,8940:  phrases that indicate statements of value or personal opinion,6800: specific dates and times
88,0.773,13745: technical terminology related to research and industrial applications,6526: terms related to collaborative efforts and community involvement in addressing social issues
89,0.773,9343: event handler declarations and function signatures in code,630: elements related to risks and safety in various contexts
90,0.7676,6620: technical and detailed descriptions of timepieces and their components,306:  expressions of gratitude and formal acknowledgments
91,0.7666,12388: terms related to aesthetics and decorative elements,2260: events related to emergencies and official statements regarding incidents
92,-0.7666,"8514: sentences that discuss societal issues and personal challenges, particularly those pertaining to family dynamics and parenting",4094:  specific data entries or references that indicate academic or scientific information
93,0.7627,"8514: sentences that discuss societal issues and personal challenges, particularly those pertaining to family dynamics and parenting",14867: questions and uncertainties regarding specific details or subjects
94,-0.7617,10623:  connections between conditional phrases and possible outcomes,9555: names of places or historical terms related to specific geographic locations
95,0.7607,10623:  connections between conditional phrases and possible outcomes,10080:  specific tokens or code structures in the text
96,0.7603,7147: conditional and equality statements within code,227:  specific technical terms and attributes related to code structure and programming concepts
97,-0.7573,14269:  references to government budgets and financial decisions,15571:  expressions related to mathematical concepts and formulas
98,0.7544,14269:  references to government budgets and financial decisions,7316: terms related to experimental controls and data comparisons in scientific research
99,0.7505,1408: terms related to emergency medicine and healthcare organization,24: prominent opening statements or introductory elements in text
100,0.749,2119: elements related to systematic processes or methodologies in various contexts,6800: specific dates and times
101,0.7476,10563: scientific notation or mathematical variables and constants,8427:  technical specifications and references related to software licenses and frameworks
102,0.743,3040: important advisories or recommendations,10151: quantitative assessments and comparisons in research or analytical texts
103,0.742,1408: terms related to emergency medicine and healthcare organization,"12695: sections of the text that contain no significant content, indicating a lack of meaningful information"
104,-0.7407,660:  linguistic elements related to definite articles in various languages,24: prominent opening statements or introductory elements in text
105,-0.7407,9810: specific chemical and biological terms related to medicinal and therapeutic properties,8427:  technical specifications and references related to software licenses and frameworks
106,0.7397,5804: technical code and programming-related terms,5513: references to reviews and feedback processes
107,0.737,14608:  references to dates and retrieval information in texts,12399: references to legal proceedings or criminal justice
108,0.735,14269:  references to government budgets and financial decisions,1817: numeric values and their associated parameters in structured data formats
109,-0.733,5804: technical code and programming-related terms,13451: terms related to destruction and annihilation
110,0.7246,14961: references to religious texts and their interpretations,838: geographical locations and community names related to outdoor settings
111,-0.7246,14366:  mathematical symbols and expressions,9281:  code-related elements and functions within programming contexts
112,-0.722,3972:  various numerical values and their representations in the text,5513: references to reviews and feedback processes
113,-0.716,660:  linguistic elements related to definite articles in various languages,"12695: sections of the text that contain no significant content, indicating a lack of meaningful information"
114,0.7153,3972:  various numerical values and their representations in the text,13451: terms related to destruction and annihilation
115,-0.715,2235:  references to specific measurements and characteristics in scientific contexts,"13073: elements related to collective emotional responses, particularly around grief and loss"
116,0.715,9361:  references to joint tort liability and negligence in a legal context,2620:  instances of structured data or code-related elements
117,-0.7114,6449: structured formatting or coding elements,11645: start and end markers in the text
118,-0.7104,6620: technical and detailed descriptions of timepieces and their components,838: geographical locations and community names related to outdoor settings
119,-0.7056,13701: information related to immune system interactions and their implications in various medical contexts,4186: reported speech or statements made by individuals
120,0.705,14955: information related to ticket pricing and event details,4186: reported speech or statements made by individuals
121,0.697,13842: terms related to depression and mental health diagnosis,24: prominent opening statements or introductory elements in text
122,-0.6943,3943: terms related to biodiversity and ecosystem conservation,630: elements related to risks and safety in various contexts
123,-0.6934,7342: terms associated with healthcare and intervention strategies,10151: quantitative assessments and comparisons in research or analytical texts
124,0.692,15026: mentions of environmental facilities and their management,8301:  topics related to health assessments and their implications
125,-0.691,5548: key technical terms and phrases indicating hardware-related discussions,6412:  punctuation marks and their usage in sentences
126,0.6807,5548: key technical terms and phrases indicating hardware-related discussions,"3238: phrases related to subtle differences and distinctions, particularly in medical or observational contexts"
127,-0.679,4264: quantitative comparisons and expressions regarding abundance or scarcity,6412:  punctuation marks and their usage in sentences
128,0.672,2119: elements related to systematic processes or methodologies in various contexts,15571:  expressions related to mathematical concepts and formulas
129,-0.671,2119: elements related to systematic processes or methodologies in various contexts,7316: terms related to experimental controls and data comparisons in scientific research
130,-0.67,242:  conjunctions and related terms that indicate addition or connection,5790: references to personal experiences with movies and shows
131,-0.6694,9361:  references to joint tort liability and negligence in a legal context,6179: elements related to health-related guidelines and assessments
132,0.6675,4264: quantitative comparisons and expressions regarding abundance or scarcity,"3238: phrases related to subtle differences and distinctions, particularly in medical or observational contexts"
133,-0.667,14955: information related to ticket pricing and event details,10527:  references to quantitative assessments or classifications
134,0.667,13701: information related to immune system interactions and their implications in various medical contexts,10527:  references to quantitative assessments or classifications
135,0.667,13842: terms related to depression and mental health diagnosis,"12695: sections of the text that contain no significant content, indicating a lack of meaningful information"
136,0.662,3943: terms related to biodiversity and ecosystem conservation,6526: terms related to collaborative efforts and community involvement in addressing social issues
137,-0.6606,"8492:  code-related syntax and structure elements, particularly in configuration or build files","12168: meta-analytical reflections on progress, purpose, and societal issues"
138,0.651,10563: scientific notation or mathematical variables and constants,10080:  specific tokens or code structures in the text
139,0.6475,16012: phrases indicating additional details or supplementary information,4902:  mathematical expressions and concepts related to derivatives
140,-0.6426,10563: scientific notation or mathematical variables and constants,964: terms and phrases related to clinical trial safety and adverse events
141,0.6426,728: sections of text punctuated by slashes or dividers,11645: start and end markers in the text
142,0.6406,5292: function definitions and error-checking mechanisms in programming,"3238: phrases related to subtle differences and distinctions, particularly in medical or observational contexts"
143,0.6387,5763: financial terms related to legal judgments and consumer transactions,"13073: elements related to collective emotional responses, particularly around grief and loss"
144,-0.636,5292: function definitions and error-checking mechanisms in programming,6412:  punctuation marks and their usage in sentences
145,-0.636,9343: event handler declarations and function signatures in code,6526: terms related to collaborative efforts and community involvement in addressing social issues
146,-0.6343,1408: terms related to emergency medicine and healthcare organization,6179: elements related to health-related guidelines and assessments
147,0.634,9810: specific chemical and biological terms related to medicinal and therapeutic properties,964: terms and phrases related to clinical trial safety and adverse events
148,0.6294,"5581:  punctuation marks, particularly quotes and some special characters",5039: terms related to software installation and settings navigation
149,-0.629,242:  conjunctions and related terms that indicate addition or connection,16336: 
150,-0.6284,9810: specific chemical and biological terms related to medicinal and therapeutic properties,10080:  specific tokens or code structures in the text
151,0.628,5514: JavaScript and related programming constructs within the code,8364: references to data structures and properties in programming contexts
152,0.6216,16054: terms related to legitimacy and legality in various contexts,6412:  punctuation marks and their usage in sentences
153,0.616,7342: terms associated with healthcare and intervention strategies,6896:  references to traditional Chinese medicine and its related studies
154,-0.6133,16054: terms related to legitimacy and legality in various contexts,"3238: phrases related to subtle differences and distinctions, particularly in medical or observational contexts"
155,-0.613,8474: language indicative of methodologies and assessments in a scientific or technical context,8364: references to data structures and properties in programming contexts
156,0.6123,1281: specific phrases or indicators of causation and conditions surrounding events,6412:  punctuation marks and their usage in sentences
157,-0.612,2416: references to lines or formatting instructions in a document,5039: terms related to software installation and settings navigation
158,0.606,3943: terms related to biodiversity and ecosystem conservation,306:  expressions of gratitude and formal acknowledgments
159,0.603,"8492:  code-related syntax and structure elements, particularly in configuration or build files",5790: references to personal experiences with movies and shows
160,-0.602,1281: specific phrases or indicators of causation and conditions surrounding events,"3238: phrases related to subtle differences and distinctions, particularly in medical or observational contexts"
161,-0.6016,2119: elements related to systematic processes or methodologies in various contexts,9281:  code-related elements and functions within programming contexts
162,-0.5977,2249:  nouns related to mechanical components and their characteristics,4902:  mathematical expressions and concepts related to derivatives
163,0.593,18: terms related to food and culinary subjects,11645: start and end markers in the text
164,-0.5913,15584: terms related to academic or professional processes and documentation,6931: terms related to medical conditions and biological processes
165,0.5884,8940:  phrases that indicate statements of value or personal opinion,9281:  code-related elements and functions within programming contexts
166,-0.587,10623:  connections between conditional phrases and possible outcomes,1817: numeric values and their associated parameters in structured data formats
167,-0.584,6449: structured formatting or coding elements,10964: mathematical terms and symbols
168,0.5835,6449: structured formatting or coding elements,14393:  strings that indicate formatting or structured data outputs
169,-0.583,2235:  references to specific measurements and characteristics in scientific contexts,7537:  mentions of achievements or awards related to individuals or groups
170,-0.581,14269:  references to government budgets and financial decisions,6800: specific dates and times
171,0.5806,11828: keywords and variables related to programming and code structures,2665: expressions of complex feelings or emotions related to relationships and social dynamics
172,-0.5806,1499:  commands related to output formatting in code,6179: elements related to health-related guidelines and assessments
173,-0.5786,10563: scientific notation or mathematical variables and constants,9555: names of places or historical terms related to specific geographic locations
174,-0.577,13972: connections or relationships indicated by conjunctions in the text,"12168: meta-analytical reflections on progress, purpose, and societal issues"
175,0.5767,4123:  phrases related to judicial or legal processes and their outcomes,1817: numeric values and their associated parameters in structured data formats
176,-0.5757,3943: terms related to biodiversity and ecosystem conservation,838: geographical locations and community names related to outdoor settings
177,0.5747,7560:  elements related to academic proposals and research methodologies,5513: references to reviews and feedback processes
178,-0.568,3040: important advisories or recommendations,6896:  references to traditional Chinese medicine and its related studies
179,0.5596,"7753: nothing relevant in the text, as all activation values are zero","723:  various forms and contexts of the word ""display."""
180,0.559,16335: elements related to multimedia content and design,15454: words related to ticket sales and events
181,-0.559,16012: phrases indicating additional details or supplementary information,451: topics related to health and illness
182,-0.559,14814: terms related to governmental and legal exemptions and regulatory processes,"723:  various forms and contexts of the word ""display."""
183,0.556,14955: information related to ticket pricing and event details,7316: terms related to experimental controls and data comparisons in scientific research
184,0.5557,2235:  references to specific measurements and characteristics in scientific contexts,14635: phrases related to organizational membership and attendance at events
185,0.5547,5548: key technical terms and phrases indicating hardware-related discussions,7201: references to programming systems and structures
186,0.5537,9810: specific chemical and biological terms related to medicinal and therapeutic properties,9555: names of places or historical terms related to specific geographic locations
187,-0.5513,13701: information related to immune system interactions and their implications in various medical contexts,7316: terms related to experimental controls and data comparisons in scientific research
188,-0.5483,7560:  elements related to academic proposals and research methodologies,13451: terms related to destruction and annihilation
189,0.5464,14814: terms related to governmental and legal exemptions and regulatory processes,"6711:  keywords related to legal and legislative discussions, particularly around marriage equality and voting"
190,-0.546,1896: references to reality and authenticity,306:  expressions of gratitude and formal acknowledgments
191,-0.544,4123:  phrases related to judicial or legal processes and their outcomes,4186: reported speech or statements made by individuals
192,0.5435,4123:  phrases related to judicial or legal processes and their outcomes,10527:  references to quantitative assessments or classifications
193,-0.543,11828: keywords and variables related to programming and code structures,"2321: proper nouns, specifically names and surnames"
194,-0.5405,3509: references to notable legal cases and related terms,14752: phrases that include a specific article followed by nouns or descriptors
195,0.5405,15585: information regarding the Police Clearance Certificate (PCC) application process,12399: references to legal proceedings or criminal justice
196,0.5405,13701: information related to immune system interactions and their implications in various medical contexts,6214: phrases related to hiring practices and technician qualifications
197,0.5396,14366:  mathematical symbols and expressions,14977: segments of code related to string manipulation and parsing
198,0.539,5763: financial terms related to legal judgments and consumer transactions,7537:  mentions of achievements or awards related to individuals or groups
199,-0.5376,12115: statements expressing skepticism or concern about situations,306:  expressions of gratitude and formal acknowledgments
200,-0.5366,12483: absence of significant content or topics related to the discussed themes,10080:  specific tokens or code structures in the text
201,0.5347,6387: references to locations and geographical places,10527:  references to quantitative assessments or classifications
202,0.534,14679: references to academic journals,3752:  terms related to social responsibility and emotional processes
203,0.5312,2119: elements related to systematic processes or methodologies in various contexts,2620:  instances of structured data or code-related elements
204,0.5293,10623:  connections between conditional phrases and possible outcomes,4186: reported speech or statements made by individuals
205,0.528,13702: elements related to programming constructs and data structures,2620:  instances of structured data or code-related elements
206,0.528,9343: event handler declarations and function signatures in code,15578: mathematical expressions and operations involving numbers
207,-0.528,14955: information related to ticket pricing and event details,6214: phrases related to hiring practices and technician qualifications
208,-0.527,13842: terms related to depression and mental health diagnosis,9179: syntax elements and structure in programming code
209,-0.527,16054: terms related to legitimacy and legality in various contexts,7201: references to programming systems and structures
210,-0.527,15584: terms related to academic or professional processes and documentation,"6711:  keywords related to legal and legislative discussions, particularly around marriage equality and voting"
211,0.5264,"13184: mathematical operations and their relationships in equations, particularly involving matrices and transformations",306:  expressions of gratitude and formal acknowledgments
212,-0.526,14814: terms related to governmental and legal exemptions and regulatory processes,15432: references to collaborations in artistic works
213,0.5244,16006:  phrases related to descriptions of cities that emphasize their vibrancy and activity,6179: elements related to health-related guidelines and assessments
214,-0.5234,5548: key technical terms and phrases indicating hardware-related discussions,13874:  references to events and actions related to legal proceedings and documentation
215,-0.5225,10623:  connections between conditional phrases and possible outcomes,10527:  references to quantitative assessments or classifications
216,0.519,12115: statements expressing skepticism or concern about situations,838: geographical locations and community names related to outdoor settings
217,-0.5186,12388: terms related to aesthetics and decorative elements,3752:  terms related to social responsibility and emotional processes
218,0.518,11828: keywords and variables related to programming and code structures,10954: concepts related to family dynamics and social structures
219,-0.515,7174: special character sequences and codes,"2785: references to the city of Boston and its related entities, particularly in the context of films and organizations"
220,0.5137,"8709: names of organizations, entities, and people",10080:  specific tokens or code structures in the text
221,0.5137,13701: information related to immune system interactions and their implications in various medical contexts,4326: specific medical and scientific terminologies related to treatments and biological processes
222,-0.5117,14955: information related to ticket pricing and event details,4326: specific medical and scientific terminologies related to treatments and biological processes
223,0.511,10563: scientific notation or mathematical variables and constants,4683:  references to academic journals and publications
224,-0.511,6387: references to locations and geographical places,4186: reported speech or statements made by individuals
225,0.5107,15584: terms related to academic or professional processes and documentation,10805: content related to food and dining experiences
226,0.5103,14955: information related to ticket pricing and event details,5513: references to reviews and feedback processes
227,0.5103,10623:  connections between conditional phrases and possible outcomes,5920: geographical and administrative information about places
228,-0.51,9810: specific chemical and biological terms related to medicinal and therapeutic properties,4683:  references to academic journals and publications
229,0.506,4697: terms related to geological or geographical features and references,7201: references to programming systems and structures
230,-0.5054,13698: names of countries and regions,10527:  references to quantitative assessments or classifications
231,-0.5044,6021: terms and phrases related to weddings and revenue,5039: terms related to software installation and settings navigation
232,0.504,660:  linguistic elements related to definite articles in various languages,6179: elements related to health-related guidelines and assessments
233,0.502,"2445:  elements of mathematical structures or notation, especially related to linear algebra and matrix representations",3278:  occurrences of Java syntax and SQL commands
234,0.502,16054: terms related to legitimacy and legality in various contexts,13874:  references to events and actions related to legal proceedings and documentation
235,-0.5005,4123:  phrases related to judicial or legal processes and their outcomes,5920: geographical and administrative information about places
236,0.4988,801:  instances of contrasting phrases or conjunctions indicating opposing ideas,"2785: references to the city of Boston and its related entities, particularly in the context of films and organizations"
237,-0.4988,13701: information related to immune system interactions and their implications in various medical contexts,5513: references to reviews and feedback processes
238,-0.4978,14814: terms related to governmental and legal exemptions and regulatory processes,"2785: references to the city of Boston and its related entities, particularly in the context of films and organizations"
239,0.4958,"7753: nothing relevant in the text, as all activation values are zero",15432: references to collaborations in artistic works
240,-0.4958,14955: information related to ticket pricing and event details,13451: terms related to destruction and annihilation
241,0.4944,4217:  fragments of code or programming structures,6303: events related to legal testimonies and court proceedings
242,0.4944,12115: statements expressing skepticism or concern about situations,10527:  references to quantitative assessments or classifications
243,0.494,13698: names of countries and regions,4186: reported speech or statements made by individuals
244,-0.4937,4217:  fragments of code or programming structures,8748: terms related to legal and patent issues
245,0.493,12483: absence of significant content or topics related to the discussed themes,9555: names of places or historical terms related to specific geographic locations
246,0.4922,728: sections of text punctuated by slashes or dividers,10964: mathematical terms and symbols
247,-0.4917,14955: information related to ticket pricing and event details,5812:  numerical data and financial figures
248,0.4912,14269:  references to government budgets and financial decisions,16138: specific measurements and quantities in cooking and food-related contexts
249,-0.491,728: sections of text punctuated by slashes or dividers,14393:  strings that indicate formatting or structured data outputs
250,-0.4907,14955: information related to ticket pricing and event details,15571:  expressions related to mathematical concepts and formulas
251,0.4907,2415: terms related to relative comparisons or differences,4902:  mathematical expressions and concepts related to derivatives
252,-0.4905,"7753: nothing relevant in the text, as all activation values are zero","6711:  keywords related to legal and legislative discussions, particularly around marriage equality and voting"
253,0.4905,"7753: nothing relevant in the text, as all activation values are zero","2785: references to the city of Boston and its related entities, particularly in the context of films and organizations"
254,-0.4888,4697: terms related to geological or geographical features and references,13874:  references to events and actions related to legal proceedings and documentation
255,-0.4873,14729: expressions of positive emotions and announcements related to achievements or collaboration,10569: dates and references to versioning information
256,0.487,6467: terms related to medical descriptions and conditions,"8198: specific numeric sequences or indices, likely indicating dates or organized listings"
257,0.4866,13701: information related to immune system interactions and their implications in various medical contexts,15571:  expressions related to mathematical concepts and formulas
258,0.4854,8448:  LaTeX document structure elements,2769: URLs and links
259,0.484,1291:  mentions of criminal activity and investigations,11231: names or terms that indicate geographic locations or topographical features
260,0.4836,13972: connections or relationships indicated by conjunctions in the text,16336: 
261,0.4827,13701: information related to immune system interactions and their implications in various medical contexts,13451: terms related to destruction and annihilation
262,-0.4827,12962: legal terminology and references to court cases,6800: specific dates and times
263,-0.4822,660:  linguistic elements related to definite articles in various languages,9412: terms related to quantitative measures and specific mathematical properties
264,0.482,11828: keywords and variables related to programming and code structures,6710: terms associated with efficiency and optimization in processes
265,-0.481,8940:  phrases that indicate statements of value or personal opinion,14977: segments of code related to string manipulation and parsing
266,0.479,8940:  phrases that indicate statements of value or personal opinion,9538:  various forms of proper nouns and identifiers
267,-0.479,11828: keywords and variables related to programming and code structures,15454: words related to ticket sales and events
268,0.4778,2249:  nouns related to mechanical components and their characteristics,451: topics related to health and illness
269,-0.4775,"2445:  elements of mathematical structures or notation, especially related to linear algebra and matrix representations",6800: specific dates and times
270,0.4773,3917: phrases that indicate user interest or feedback related to specific topics or content,6412:  punctuation marks and their usage in sentences
271,0.4756,13972: connections or relationships indicated by conjunctions in the text,9832: keywords related to customer inquiries and product availability
272,0.4746,3402:  concepts related to business development and operational efficiency,7201: references to programming systems and structures
273,-0.474,14269:  references to government budgets and financial decisions,2620:  instances of structured data or code-related elements
274,-0.4739,5804: technical code and programming-related terms,14393:  strings that indicate formatting or structured data outputs
275,0.4734,5804: technical code and programming-related terms,10964: mathematical terms and symbols
276,0.472,2355: statements related to women's rights and societal expectations regarding gender roles,"12168: meta-analytical reflections on progress, purpose, and societal issues"
277,-0.472,12115: statements expressing skepticism or concern about situations,4186: reported speech or statements made by individuals
278,0.4712,7378: technical terms related to configuration and geographical names specifically linked to military locations,16057:  Spanish articles and demonstrative pronouns
279,0.4712,660:  linguistic elements related to definite articles in various languages,2767:  symbols and punctuation marks within the text
280,0.471,13701: information related to immune system interactions and their implications in various medical contexts,5812:  numerical data and financial figures
281,-0.4707,3852: phrases related to social issues and critical thinking,6179: elements related to health-related guidelines and assessments
282,0.4705,12967:  locations and institutions associated with news events,4902:  mathematical expressions and concepts related to derivatives
283,-0.4695,2119: elements related to systematic processes or methodologies in various contexts,16138: specific measurements and quantities in cooking and food-related contexts
284,0.469,11784:  technical terms and names in an academic or programming context,2620:  instances of structured data or code-related elements
285,-0.4688,"8709: names of organizations, entities, and people",9555: names of places or historical terms related to specific geographic locations
286,-0.4683,1408: terms related to emergency medicine and healthcare organization,2767:  symbols and punctuation marks within the text
287,0.4668,10623:  connections between conditional phrases and possible outcomes,14867: questions and uncertainties regarding specific details or subjects
288,-0.4663,1291:  mentions of criminal activity and investigations,5581:  pointers indicating the start of a code block or package
289,0.4656,"2445:  elements of mathematical structures or notation, especially related to linear algebra and matrix representations",9281:  code-related elements and functions within programming contexts
290,-0.4646,5763: financial terms related to legal judgments and consumer transactions,14635: phrases related to organizational membership and attendance at events
291,0.4644,3972:  various numerical values and their representations in the text,14393:  strings that indicate formatting or structured data outputs
292,-0.4644,10623:  connections between conditional phrases and possible outcomes,4094:  specific data entries or references that indicate academic or scientific information
293,-0.4639,3972:  various numerical values and their representations in the text,10964: mathematical terms and symbols
294,0.4617,13701: information related to immune system interactions and their implications in various medical contexts,14393:  strings that indicate formatting or structured data outputs
295,-0.4617,13701: information related to immune system interactions and their implications in various medical contexts,10964: mathematical terms and symbols
